@RELATION /share/usr/briese/Pythonscrips/models/bacello_fungi_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE Mono_NLS_signal27 numeric 
@ATTRIBUTE Vacuole_signal9 numeric 
@ATTRIBUTE AutoCorrelatuion|d=3|1-20|charge numeric 
@ATTRIBUTE maxAutoCorrelation|1-110|charge numeric 
@ATTRIBUTE letterCount|1-20|L|aminoacid numeric 
@ATTRIBUTE letterCount|1-180|A|aminoacid numeric 
@ATTRIBUTE maxPaacount|1-70|hydrophob_slightly|1 numeric 
@ATTRIBUTE Paacount|d=4|-100--1|hydrophob_slightly|1 numeric 
@ATTRIBUTE Paacount|d=5|1-20|unpolar|0 numeric 
@ATTRIBUTE maxPaacountNormed|1--1|polar_polar|1 numeric 
@ATTRIBUTE letterCountNormed|1-20|1|charge_negative numeric 
@ATTRIBUTE maxPaacountNormed|1-10|aliphatic_helix_other|2 numeric 
@ATTRIBUTE letterCount|1-50|1|aliphatic_helix_uncharged numeric 
@ATTRIBUTE Paacount|d=4|1--1|aliphatic_helix_other|2 numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE 0005739 numeric 
@ATTRIBUTE 0005576 numeric 
@ATTRIBUTE go_one numeric 
@ATTRIBUTE response {cyt,mTP,nuc,SR} 
 
@DATA 
420,0,0.0,42.83969325,38.5327560093,3,17,0.240740740741,0.136842105263,0.357142857143,0.0815347721823,0.0,0.125,27,0.0990338164251,0,0,1.0,0,7,mTP 
366,0,0.0,41.3933255,38.6854292165,3,19,0.166666666667,0.157894736842,0.357142857143,0.0853994490358,0.0232558139535,0.05,24,0.0944444444444,0,0,1.0,0,7,mTP 
410,0,0.000397832320025,40.951976375,35.9005767524,3,19,0.245283018868,0.0842105263158,0.642857142857,0.117936117936,0.0,0.111111111111,30,0.138613861386,0,0,1.0,0,7,mTP 
269,0,0.0,44.33896,38.0040078095,3,10,0.148148148148,0.147368421053,0.428571428571,0.116541353383,0.0,0,24,0.178707224335,0,0,1.0,0,8,mTP 
412,0,0.0,39.687066,45.2759945824,2,14,0.179104477612,0.157894736842,0.571428571429,0.141809290954,0.0,0.0555555555556,20,0.110837438424,0,0,1.0,0,0,mTP 
521,0,4.19596409925e-05,42.85522675,37.8554400606,7,9,0.163636363636,0.126315789474,0.428571428571,0.110038610039,0.0,0,24,0.108737864078,0,0,0,0,0,mTP 
857,1,7.65495734877e-05,47.200404,37.935037566,1,3,0.136363636364,0.189473684211,0.5,0.174473067916,0.0,0.0555555555556,22,0.142185663925,0,0,1.0,0,8,mTP 
775,0,0.000413180161229,45.5089036875,41.7214567732,1,19,0.295081967213,0.189473684211,0.285714285714,0.111398963731,0.0105263157895,0.0555555555556,26,0.119635890767,0,0,1.0,0,7,mTP 
572,0,1.9087199208e-05,46.358517875,39.9911136813,2,7,0.28,0.2,0.428571428571,0.124780316344,0.0,0,25,0.164310954064,0,0,0,0,0,mTP 
374,0,0.0,46.7078735,37.8641106132,2,13,0.264150943396,0.0947368421053,0.428571428571,0.123989218329,0.0,0,35,0.138586956522,0,0,1.0,0,0,mTP 
400,0,0.000845147714255,40.754292125,35.6213215888,2,13,0.22,0.0842105263158,0.214285714286,0.133501259446,0.0625,0.125,20,0.139593908629,0,0,0,0,0,mTP 
261,0,0.00012286517138,41.01251075,37.9321618416,2,13,0.183333333333,0.105263157895,0.357142857143,0.100775193798,0.0,0.0714285714286,24,0.101960784314,1,0,1.0,0,4,mTP 
111,0,0.0,40.517488125,39.9132214951,2,7,0.188679245283,0.0631578947368,0.357142857143,0.203703703704,0.0526315789474,0.125,32,0.0857142857143,0,0,1.0,0,7,mTP 
800,0,0.0,44.87026525,40.86117112,3,3,0.147058823529,0.0842105263158,0.357142857143,0.150564617315,0.0103092783505,0.25,21,0.117128463476,0,0,0,0,0,mTP 
190,0,1.3649916085e-05,36.17582825,39.7081888111,2,11,0.238805970149,0.178947368421,0.5,0.0802139037433,0.0714285714286,0,28,0.070652173913,0,0,1.0,0,0,mTP 
476,0,4.12298949845e-05,39.641379,38.24691613,3,8,0.285714285714,0.136842105263,0.571428571429,0.120507399577,0.0,0.125,26,0.123404255319,0,0,1.0,0,0,mTP 
413,0,0.0,40.324152,37.672383,2,9,0.220338983051,0.115789473684,0.5,0.143902439024,0.0,0.125,26,0.130221130221,0,0,1.0,0,2,mTP 
135,0,0.0,42.820390625,37.5235272784,1,11,0.206349206349,0.0947368421053,0.357142857143,0.143939393939,0.0555555555556,0,26,0.124031007752,0,0,1.0,0,0,mTP 
286,0,0.000122823683964,40.88561375,41.582600963,2,18,0.378787878788,0.0315789473684,0.357142857143,0.120141342756,0.0,0,28,0.0964285714286,0,0,1.0,0,0,mTP 
285,0,5.07495342651e-06,40.970823125,43.4648657778,1,23,0.225806451613,0.157894736842,0.642857142857,0.117021276596,0.0,0.05,27,0.125448028674,0,0,0,0,0,mTP 
371,0,1.4012084649e-05,33.71885875,41.7469732,2,9,0.240740740741,0.0421052631579,0.5,0.1875,0.0192307692308,0.125,24,0.120547945205,0,0,1.0,0,0,mTP 
390,0,3.42644859003e-06,42.7059610625,41.0893148426,1,8,0.241935483871,0.178947368421,0.571428571429,0.0981912144703,0.0,0,24,0.106770833333,0,1,0,0,0,mTP 
319,0,0.0,46.213901375,42.8013222626,1,5,0.236363636364,0.0421052631579,0.428571428571,0.167721518987,0.0,0.25,18,0.191693290735,0,0,0,0,0,mTP 
214,0,0.0,43.14681,40.171594566,4,5,0.214285714286,0.0947368421053,0.571428571429,0.137440758294,0.0,0.05,25,0.100961538462,0,0,1.0,0,0,mTP 
292,0,0.0,42.1924725,41.5934577609,1,10,0.193548387097,0.168421052632,0.357142857143,0.103806228374,0.0,0.05,19,0.157342657343,0,0,1.0,0,0,mTP 
237,0,0.000286126884805,49.38292975,42.0919106857,3,18,0.190476190476,0.0842105263158,0.285714285714,0.141025641026,0.08,0,24,0.151515151515,0,0,1.0,0,0,mTP 
269,0,0.0,39.27723675,40.2081368229,2,11,0.25,0.168421052632,0.5,0.127819548872,0.0,0.0714285714286,24,0.0874524714829,1,0,1.0,0,0,mTP 
322,0,0.00430589138475,39.415953125,42.7434548235,1,6,0.22,0.0105263157895,0.428571428571,0.12539184953,0.037037037037,0.0714285714286,30,0.0759493670886,0,0,1.0,0,0,mTP 
249,0,0.0,39.96092225,42.28856542,3,6,0.19696969697,0.105263157895,0.428571428571,0.154471544715,0.0,0.05,25,0.115226337449,0,0,1.0,0,0,mTP 
275,1,0.0250360634328,45.84370525,41.0339293426,3,8,0.2,0.147368421053,0.357142857143,0.194852941176,0.0,0.125,23,0.159851301115,0,0,1.0,0,0,mTP 
253,0,0.0,44.3434435,40.7374956667,2,7,0.134615384615,0.147368421053,0.357142857143,0.116,0.0434782608696,0.125,23,0.109311740891,0,0,1.0,0,8,mTP 
232,0,1.24046963996e-05,39.87474525,43.933093011,4,10,0.180327868852,0.115789473684,0.5,0.131004366812,0.0,0.0555555555556,26,0.0752212389381,0,0,1.0,0,0,mTP 
281,0,4.07194694918e-05,38.821052375,41.374918875,3,9,0.238805970149,0.115789473684,0.642857142857,0.172661870504,0.0,0,27,0.130909090909,0,0,1.0,0,0,mTP 
158,0,0.000105610654413,38.6061991875,39.7857090435,1,15,0.257575757576,0.168421052632,0.571428571429,0.058064516129,0.0,0.05,28,0.0855263157895,0,0,1.0,0,7,mTP 
195,4,0.00286020476672,39.5974985625,40.2545662913,0,10,0.339285714286,0.0947368421053,0.5,0.140625,0.0,0,28,0.111111111111,0,0,1.0,0,0,mTP 
309,0,0.0,41.157588,36.6754557449,2,10,0.22641509434,0.115789473684,0.571428571429,0.140522875817,0.0,0.125,25,0.0990099009901,0,0,1.0,0,0,mTP 
163,0,0.000232539257252,40.931966375,42.8384346778,2,10,0.233333333333,0.126315789474,0.357142857143,0.175,0.0714285714286,0.125,27,0.12101910828,0,0,1.0,0,0,mTP 
258,0,0.0,42.80248325,43.2881691,1,7,0.164179104478,0.0736842105263,0.357142857143,0.156862745098,0.0,0.0714285714286,22,0.0873015873016,0,0,1.0,0,0,mTP 
156,0,0.0,38.77096375,41.9919709495,3,6,0.234375,0.0842105263158,0.428571428571,0.202614379085,0.0625,0.125,21,0.113333333333,0,0,1.0,0,0,mTP 
146,0,0.0,36.538731,43.075570383,1,4,0.275862068966,0.2,0.428571428571,0.0909090909091,0.0,0.25,23,0.0857142857143,0,0,1.0,0,0,mTP 
147,0,0.0,42.397259125,42.6814810323,2,8,0.176470588235,0.0842105263158,0.285714285714,0.180555555556,0.0769230769231,0.125,24,0.13475177305,0,0,1.0,0,0,mTP 
131,0,0.0,37.724460625,44.3122383429,3,4,0.123076923077,0.0947368421053,0.785714285714,0.203125,0.0,0.125,26,0.096,0,0,1.0,0,0,mTP 
183,0,0.0,40.008624,42.7220293131,2,5,0.160714285714,0.0736842105263,0.5,0.261111111111,0.0,0.0555555555556,27,0.129943502825,0,0,1.0,0,0,mTP 
85,0,0.000193951014053,40.3807885,42.157034973,2,3,0.194029850746,0.1375,0.642857142857,0.134146341463,0.0,0.0714285714286,29,0.0886075949367,0,0,1.0,0,0,mTP 
367,0,0.00661704206254,43.985441875,41.0698874444,2,8,0.258620689655,0.126315789474,0.142857142857,0.134615384615,0.0,0.0714285714286,21,0.16620498615,0,0,0,0,0,mTP 
196,0,0.0122478621039,30.87344925,42.3169616593,2,7,0.257575757576,0.115789473684,0.285714285714,0.19689119171,0.0740740740741,0.125,25,0.163157894737,0,0,1.0,0,0,mTP 
105,1,4.78873447373e-05,42.439782375,40.3295948081,4,8,0.196078431373,0.136842105263,0.571428571429,0.186274509804,0.0,0,28,0.161616161616,0,0,1.0,0,0,mTP 
138,0,0.0,32.6725321875,41.8940916374,2,10,0.16,0.0947368421053,0.357142857143,0.140740740741,0.181818181818,0,27,0.0681818181818,0,0,1.0,0,0,mTP 
69,1,0.000281707676743,38.69886775,47.0035481538,2,6,0.19298245614,0.15625,0.642857142857,0.151515151515,0.0,0.125,25,0.0634920634921,0,0,1.0,0,0,mTP 
297,0,0.000670091884382,42.4144565,40.3200212718,2,5,0.150943396226,0.0842105263158,0.357142857143,0.142857142857,0.0,0.25,18,0.113402061856,0,0,1.0,0,0,mTP 
263,0,0.000824805110572,39.547171625,40.67803261,4,7,0.176470588235,0.0842105263158,0.428571428571,0.153846153846,0.0,0,24,0.140077821012,0,0,1.0,0,0,mTP 
98,0,0.0,40.637538,39.3423782088,0,5,0.169811320755,0.0645161290323,0.357142857143,0.147368421053,0.0833333333333,0,27,0.163043478261,0,0,1.0,0,0,mTP 
137,0,0.0,40.35752525,40.7313869126,3,3,0.166666666667,0.0736842105263,0.285714285714,0.179104477612,0.0,0.125,25,0.129770992366,0,0,1.0,0,0,mTP 
139,0,0.000225217365099,44.869183375,39.3367857732,3,4,0.129032258065,0.0526315789474,0.357142857143,0.227941176471,0.0,0.0714285714286,26,0.165413533835,0,0,1.0,0,0,mTP 
140,0,0.00051647094777,41.359761125,41.3545143261,0,6,0.140350877193,0.0842105263158,0.5,0.167883211679,0.0,0.125,29,0.0820895522388,0,0,0,0,0,mTP 
404,0,8.63551183922e-08,34.44576425,38.1161676222,4,3,0.0454545454545,0.0421052631579,0.357142857143,0.246882793017,0.0,0,24,0.233668341709,0,0,1.0,0,7,mTP 
393,5,4.47646907992e-05,35.34824475,41.3217319815,5,4,0.203389830508,0.126315789474,0.785714285714,0.141025641026,0.0,0.0555555555556,25,0.0749354005168,1,0,1.0,0,0,mTP 
410,3,3.34297725787e-05,45.917830625,43.6780114953,2,5,0.132075471698,0.157894736842,0.285714285714,0.162162162162,0.0434782608696,0.05,22,0.0693069306931,0,0,1.0,0,0,mTP 
426,6,0.0433066770556,32.828086875,40.7763383925,1,5,0.179104477612,0.115789473684,0.285714285714,0.1536643026,0.0,0.214285714286,20,0.0857142857143,0,0,1.0,0,0,mTP 
161,0,0.0,40.530355,39.8337409346,2,8,0.28813559322,0.136842105263,0.571428571429,0.0949367088608,0.0,0.0555555555556,26,0.0516129032258,0,0,1.0,0,0,mTP 
1202,0,0.0,44.416185,36.5096969806,0,7,0.269841269841,0.0736842105263,0.357142857143,0.140950792327,0.0,0.05,23,0.165551839465,0,0,0,0,0,mTP 
1423,0,0.00826311315456,43.689961875,41.7108229175,3,18,0.323529411765,0.105263157895,0.428571428571,0.146478873239,0.0,0.05,27,0.146788990826,0,0,1.0,0,7,mTP 
1120,0,5.98149089669e-05,36.0391675,37.0328060408,1,8,0.136363636364,0.0842105263158,0.214285714286,0.134288272158,0.0294117647059,0.125,25,0.140035906643,0,0,1.0,0,7,mTP 
1351,0,6.10520712964e-05,45.0027025,38.4840796981,5,6,0.323529411765,0.0947368421053,0.5,0.137240356083,0.0,0.05,22,0.148698884758,0,0,1.0,0,7,mTP 
230,0,9.22676908032e-05,42.28334075,40.0710572963,3,7,0.134328358209,0.0947368421053,0.428571428571,0.193832599119,0.0,0,22,0.133928571429,0,0,1.0,0,0,mTP 
321,0,0.0,47.961044625,39.8895575385,2,14,0.166666666667,0.115789473684,0.428571428571,0.135220125786,0.0263157894737,0,29,0.114285714286,0,0,0,0,0,mTP 
115,0,0.0,42.561357625,43.1304937263,1,6,0.0793650793651,0.0421052631579,0.357142857143,0.125,0.0,0.05,23,0.100917431193,0,0,1.0,0,0,mTP 
227,0,4.2456379252e-05,35.35419825,37.9141396571,2,6,0.131147540984,0.0947368421053,0.428571428571,0.0669642857143,0.0,0.125,26,0.131221719457,0,0,1.0,0,0,mTP 
394,0,0.0,50.503222125,37.2030834952,3,12,0.136363636364,0.147368421053,0.285714285714,0.148337595908,0.0,0.05,21,0.162371134021,1,0,0,0,0,mTP 
219,0,6.95893491238e-05,28.85103525,35.5278207525,4,8,0.145161290323,0.0736842105263,0.214285714286,0.194444444444,0.0816326530612,0.125,19,0.173708920188,0,0,0,0,0,mTP 
339,0,2.20067790977e-05,36.000949625,43.557277396,3,11,0.166666666667,0.168421052632,0.5,0.133928571429,0.0263157894737,0.125,30,0.114114114114,0,0,0,0,0,mTP 
107,0,0.0,47.92503025,41.9390926893,3,9,0.240740740741,0.136842105263,0.5,0.0865384615385,0.0,0,27,0.049504950495,0,0,1.0,0,0,mTP 
131,0,1.85719003678e-06,35.01746375,41.7057607113,4,6,0.111111111111,0.0526315789474,0.5,0.1484375,0.125,0,29,0.08,0,0,1.0,0,0,mTP 
217,0,3.01593567916e-05,46.2714925,38.6792118113,2,6,0.2,0.147368421053,0.285714285714,0.130841121495,0.0,0.125,24,0.104265402844,0,0,1.0,0,0,mTP 
108,0,0.0,33.3589525,41.0692412755,3,9,0.153846153846,0.147368421053,0.714285714286,0.0666666666667,0.0,0.0555555555556,31,0.0588235294118,0,0,1.0,0,2,mTP 
286,0,4.74447043043e-06,39.420181625,41.887749663,4,19,0.151515151515,0.0736842105263,0.571428571429,0.222614840989,0.0,0,23,0.1,0,0,1.0,0,0,mTP 
123,0,5.45999000887e-05,39.7490460625,40.8836416593,1,10,0.240740740741,0.147368421053,0.5,0.1,0.0909090909091,0,29,0.162393162393,0,0,1.0,0,0,mTP 
318,0,0.0,41.3661255,43.6358146952,0,10,0.262295081967,0.136842105263,0.571428571429,0.171428571429,0.0,0,28,0.157051282051,0,0,1.0,0,0,mTP 
237,0,0.0,38.742787,40.9123884021,2,10,0.0757575757576,0.0210526315789,0.357142857143,0.226495726496,0.0,0.125,23,0.164502164502,0,0,1.0,0,0,mTP 
155,0,2.1049615461e-05,36.013393625,39.6226427129,3,6,0.235294117647,0.0421052631579,0.214285714286,0.111842105263,0.0,0,28,0.0939597315436,0,0,1.0,0,0,mTP 
556,0,0.000168349498766,34.399249375,36.2060379307,2,17,0.26,0.0842105263158,0.357142857143,0.0976491862568,0.0294117647059,0.0714285714286,35,0.0690909090909,0,0,1.0,0,7,mTP 
210,0,1.00473832357e-05,31.291064,38.5711829333,3,17,0.258620689655,0.147368421053,0.571428571429,0.135265700483,0.047619047619,0.25,22,0.107843137255,0,0,1.0,1.0,0,mTP 
83,0,0.0185149097507,37.452830625,37.5589303038,0,1,0.213114754098,0.153846153846,0.142857142857,0.225,0.2,0.0714285714286,19,0.246753246753,0,0,1.0,0,0,mTP 
737,0,0.0,42.61614525,38.42874996,4,6,0.132352941176,0.168421052632,0.642857142857,0.115803814714,0.0,0,25,0.120383036936,0,1,0,0,0,mTP 
658,0,0.000588483044352,42.872954,42.24371,3,9,0.12,0.147368421053,0.357142857143,0.140458015267,0.0116279069767,0.05,25,0.127300613497,0,0,0,0,2,mTP 
536,0,8.67300435441e-05,41.78564825,40.7075003913,2,8,0.242424242424,0.126315789474,0.571428571429,0.142589118199,0.0,0.0555555555556,23,0.118867924528,0,0,1.0,0,2,mTP 
474,0,0.0,44.253245,38.8690956989,2,3,0.220338983051,0.105263157895,0.428571428571,0.144373673036,0.0147058823529,0.05,28,0.128205128205,0,0,0,0,0,mTP 
1002,0,0.00115567859577,42.334734,40.3257019175,2,9,0.142857142857,0.0631578947368,0.428571428571,0.137137137137,0.0,0.25,22,0.118473895582,0,0,0,0,2,mTP 
576,0,1.48949757637e-05,47.481429125,40.0062322523,4,9,0.234375,0.0842105263158,0.5,0.130890052356,0.0,0,24,0.117543859649,0,0,0,0,0,mTP 
994,0,3.2817399058e-06,44.024245125,41.6257003689,5,18,0.262295081967,0.105263157895,0.571428571429,0.10595358224,0.0,0,25,0.130566801619,0,0,1.0,0,0,mTP 
577,0,0.0,46.0763835,38.5108874906,2,7,0.25,0.136842105263,0.428571428571,0.108013937282,0.0,0,30,0.129597197898,0,0,1.0,0,2,mTP 
492,0,0.0,41.536983875,38.9947269057,2,5,0.228070175439,0.136842105263,0.5,0.120654396728,0.0,0,27,0.141975308642,0,0,1.0,0,2,mTP 
462,0,1.38824418247e-05,42.033027875,39.9054102816,2,10,0.229508196721,0.0105263157895,0.5,0.159041394336,0.0,0.05,26,0.129385964912,0,0,1.0,0,0,mTP 
379,0,6.42291939764e-05,42.72824975,37.8879526061,2,13,0.172413793103,0.0947368421053,0.357142857143,0.130319148936,0.0,0.0714285714286,26,0.128686327078,0,0,1.0,0,0,mTP 
669,0,2.80438500672e-05,44.0510969375,41.6286234286,3,17,0.18,0.0421052631579,0.571428571429,0.145645645646,0.0,0,27,0.0935143288084,0,0,1.0,0,0,mTP 
492,0,0.000312335281501,39.0099615,37.5602171313,5,6,0.24,0.0842105263158,0.285714285714,0.102249488753,0.02,0.125,24,0.115226337449,0,0,1.0,0,0,mTP 
381,0,0.0,33.264535125,38.9817650323,2,7,0.142857142857,0.115789473684,0.0714285714286,0.116402116402,0.0980392156863,0.0555555555556,28,0.130666666667,0,0,0,0,0,mTP 
572,0,0.000284192589692,43.98284525,42.0082985714,3,5,0.208955223881,0.178947368421,0.142857142857,0.128295254833,0.0,0,26,0.121908127208,0,0,0,0,0,mTP 
576,0,6.0703998294e-06,40.571311875,39.5953789714,3,11,0.148148148148,0.178947368421,0.357142857143,0.125654450262,0.0,0.125,23,0.114035087719,0,0,1.0,0,0,mTP 
127,0,0.0,48.33365375,37.8558937524,2,7,0.136363636364,0.105263157895,0.428571428571,0.0806451612903,0.0,0,26,0.0661157024793,1,0,1.0,0,0,mTP 
228,0,0.0,27.64190425,34.3695104681,4,4,0.105263157895,0.136842105263,0.571428571429,0.0533333333333,0.142857142857,0.125,34,0.0855855855856,0,0,1.0,0,7,mTP 
239,0,0.0,41.0226965,38.7307767174,3,5,0.111111111111,0.168421052632,0.285714285714,0.148305084746,0.0416666666667,0.125,25,0.12017167382,0,0,1.0,0,7,mTP 
434,0,0.0,33.488623375,35.086062486,0,7,0.213114754098,0.115789473684,0.357142857143,0.160092807425,0.0298507462687,0.0714285714286,25,0.165887850467,0,1,0,0,0,nuc 
337,0,0.00123492284553,36.7319345,38.5529409216,3,6,0.105263157895,0.0736842105263,0.357142857143,0.182634730539,0.0185185185185,0.125,29,0.163141993958,0,0,0,0,8,nuc 
474,0,0.00136515578017,34.525525,38.4220249703,0,9,0.362068965517,0.0315789473684,0.428571428571,0.176220806794,0.0357142857143,0.25,16,0.239316239316,0,0,0,0,0,nuc 
324,0,0.0,49.959610375,34.9324023774,2,6,0.156862745098,0.0421052631579,0.285714285714,0.211838006231,0.0508474576271,0,19,0.213836477987,0,0,0,0,0,nuc 
475,0,0.0,39.4531475,39.5516611579,1,13,0.134615384615,0.2,0.142857142857,0.133474576271,0.0,0.125,23,0.249466950959,0,0,0,0,0,nuc 
685,0,1.10639890316e-05,31.74422975,36.2650313333,2,5,0.206896551724,0.0210526315789,0.642857142857,0.121700879765,0.0106382978723,0,30,0.144329896907,0,0,0,0,0,nuc 
366,6,0.0,42.040247125,37.1335876058,0,11,0.259259259259,0.0315789473684,0.5,0.162534435262,0.0,0.125,27,0.113888888889,0,1,0,0,8,nuc 
520,0,0.000521795129657,30.631126,38.5044176939,3,6,0.135593220339,0.0947368421053,0.285714285714,0.127659574468,0.047619047619,0.375,24,0.140077821012,0,1,0,0,0,nuc 
489,0,5.04002071031e-05,27.558625625,32.891026989,1,11,0.320754716981,0.147368421053,0.5,0.150205761317,0.0434782608696,0.05,29,0.140786749482,1,0,0,0,8,nuc 
755,2,0.00138946923816,33.431626625,37.3535359783,2,9,0.272727272727,0.136842105263,0.571428571429,0.214095744681,0.0227272727273,0.142857142857,19,0.160213618158,0,0,0,0,0,nuc 
477,0,1.74416794776e-05,42.42430075,34.634501537,1,14,0.196078431373,0.136842105263,0.357142857143,0.132911392405,0.0,0,27,0.114649681529,0,0,0,0,0,nuc 
620,0,0.000794516075165,28.888251875,34.3867828932,0,9,0.145161290323,0.147368421053,0.285714285714,0.132901134522,0.0659340659341,0.125,15,0.161237785016,0,0,0,0,0,nuc 
881,0,0.00590391056669,23.472184375,21.6667663838,1,12,0.166666666667,0.0315789473684,0.285714285714,0.191343963554,0.0377358490566,0.5,12,0.209142857143,0,0,0,0,0,nuc 
467,0,0.0,35.5372965,35.1175940202,2,10,0.224137931034,0.147368421053,0.5,0.159482758621,0.0144927536232,0.25,26,0.145336225597,0,0,0,0,0,nuc 
292,1,0.00324808854435,29.45641,33.5603952245,2,13,0.148148148148,0.136842105263,0.357142857143,0.207612456747,0.0980392156863,0.142857142857,24,0.27972027972,0,0,0,0,2,nuc 
2067,1,0.0,28.857196625,39.7190172088,1,21,0.372549019608,0.178947368421,0.5,0.110465116279,0.00819672131148,0.142857142857,29,0.122270742358,0,0,1.0,0,2,nuc 
997,2,0.00171091578106,53.158215,38.2294538704,0,12,0.223880597015,0.126315789474,0.214285714286,0.195171026157,0.00561797752809,0.25,21,0.242179616549,1,0,0,0,0,nuc 
384,1,0.000589003725609,33.538934375,35.5687149375,2,11,0.117647058824,0.315789473684,0.0,0.154855643045,0.0851063829787,0.25,19,0.161375661376,0,0,0,0,0,nuc 
291,0,1.31847268518e-05,43.40671525,41.3645468632,1,5,0.15625,0.0736842105263,0.357142857143,0.190972222222,0.0540540540541,0,19,0.150877192982,0,1,0,0,0,nuc 
1044,0,0.000475671340628,27.21751125,34.4967978641,2,15,0.0666666666667,0.105263157895,0.285714285714,0.122958693564,0.029197080292,0.125,19,0.195568400771,0,0,0,0,8,nuc 
1021,4,9.72244040125e-05,29.6940575,32.784489619,2,4,0.174603174603,0.0842105263158,0.357142857143,0.15815324165,0.0285714285714,0.0555555555556,18,0.171428571429,0,0,0,0,8,nuc 
214,2,0.0,30.043109625,34.8029433608,0,11,0.161764705882,0.115789473684,0.285714285714,0.279620853081,0.0666666666667,0.0714285714286,15,0.235576923077,0,0,0,0,0,nuc 
519,9,0.000193391867075,30.221353,40.5820916381,2,4,0.160714285714,0.126315789474,0.357142857143,0.25,0.0322580645161,0.375,20,0.191033138402,0,0,0,0,0,nuc 
243,1,0.0,32.07793375,39.7822867912,1,4,0.140625,0.136842105263,0.357142857143,0.120833333333,0.148148148148,0.25,18,0.126582278481,0,0,0,0,0,nuc 
606,7,1.5383951007e-05,38.23129525,37.6355428367,3,6,0.125,0.115789473684,0.214285714286,0.252072968491,0.0252100840336,0.125,20,0.19,0,0,0,0,0,nuc 
468,1,7.32231377251e-06,31.889786375,36.5048851739,2,15,0.185185185185,0.126315789474,0.428571428571,0.116129032258,0.037037037037,0.125,22,0.121212121212,0,0,0,0,8,nuc 
1841,0,0.0236306160746,29.17442,40.3721132692,1,5,0.392156862745,0.168421052632,0.357142857143,0.15451577802,0.00892857142857,0.5,17,0.196185286104,1,0,0,0,2,nuc 
840,0,0.0,34.788163,38.3329725833,1,12,0.285714285714,0.115789473684,0.642857142857,0.146953405018,0.0,0,24,0.158273381295,1,0,0,0,8,nuc 
610,1,0.104473783192,38.134072875,42.3332062222,1,15,0.209677419355,0.189473684211,0.357142857143,0.116968698517,0.031746031746,0.25,17,0.153973509934,0,0,1.0,0,2,nuc 
626,0,0.00102708765436,38.315505625,35.5445353535,1,12,0.186440677966,0.0842105263158,0.214285714286,0.134831460674,0.0434782608696,0.5,25,0.132258064516,1,0,0,0,8,nuc 
124,0,0.00143321425632,33.07139725,31.9831832315,3,6,0.140625,0.147368421053,0.285714285714,0.280991735537,0.08,0.05,21,0.338983050847,0,0,0,0,8,nuc 
176,0,0.031017456894,54.511495,38.799244019,0,17,0.229508196721,0.0210526315789,0.214285714286,0.225433526012,0.0,0,21,0.147058823529,0,0,0,0,2,nuc 
650,0,0.0,36.92442375,34.8420644396,1,6,0.176470588235,0.0736842105263,0.357142857143,0.174652241113,0.00925925925926,0.25,28,0.180124223602,0,0,0,0,8,nuc 
591,4,0.00494789133599,37.390323125,41.5361752632,1,7,0.211538461538,0.210526315789,0.214285714286,0.173469387755,0.0597014925373,0.25,23,0.179487179487,0,0,1.0,0,8,nuc 
490,0,7.2866216992e-05,33.180557125,44.5922248132,2,10,0.24,0.2,0.571428571429,0.11498973306,0.06,0.0555555555556,20,0.132231404959,0,0,0,0,0,nuc 
549,0,0.00168633460329,34.387190625,32.5928121308,3,10,0.1875,0.0631578947368,0.357142857143,0.172161172161,0.0340909090909,0.5,17,0.230202578269,0,0,0,0,0,nuc 
322,0,0.0,32.155018125,36.6590223925,0,7,0.112903225806,0.115789473684,0.142857142857,0.134796238245,0.125,0.125,20,0.110759493671,0,0,1.0,0,8,nuc 
458,0,0.00168821039075,26.99416625,35.7232885098,3,5,0.16,0.136842105263,0.357142857143,0.140659340659,0.0727272727273,0.375,29,0.110619469027,0,0,0,0,0,nuc 
687,1,0.000311491036001,30.421021625,39.7986825,2,10,0.121212121212,0.0315789473684,0.5,0.159356725146,0.0338983050847,0.125,22,0.135095447871,0,0,0,0,0,nuc 
120,1,0.000522653054374,42.34048375,41.0480822264,1,12,0.157894736842,0.0947368421053,0.285714285714,0.128205128205,0.153846153846,0.125,20,0.114035087719,0,0,0,0,8,nuc 
369,0,0.0,29.17911875,33.0778887629,2,6,0.227272727273,0.0631578947368,0.357142857143,0.155737704918,0.063829787234,0.25,20,0.129476584022,0,0,0,0,0,nuc 
733,0,3.24027346177e-08,27.727737125,35.9107911262,4,6,0.174603174603,0.105263157895,0.428571428571,0.104109589041,0.0483870967742,0.125,25,0.143053645117,0,0,0,0,0,nuc 
926,0,0.0,35.205809625,35.0505202547,3,8,0.15625,0.115789473684,0.571428571429,0.136511375948,0.0147058823529,0.05,26,0.161956521739,0,0,0,0,0,nuc 
528,0,0.0011297018305,40.4026775,42.2796638925,0,4,0.271186440678,0.0842105263158,0.214285714286,0.16,0.0,0.125,14,0.187739463602,0,0,1.0,0,8,nuc 
323,0,0.0,36.93432125,39.3884509677,2,6,0.106060606061,0.0947368421053,0.5,0.134375,0.025,0.25,21,0.11356466877,0,0,0,0,0,nuc 
