@RELATION /share/usr/briese/Pythonscrips/models/multiloc_plants_dbm_p+p_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE ER_signal5 numeric 
@ATTRIBUTE Peroxi_signal1 numeric 
@ATTRIBUTE Vacuole_signal31 numeric 
@ATTRIBUTE Transmembrane_signal2 numeric 
@ATTRIBUTE Mip_signal12 numeric 
@ATTRIBUTE Chloro_signal2 numeric 
@ATTRIBUTE AutoCorrelatuion|d=1|1-20|hydrophob numeric 
@ATTRIBUTE property_sum|1-10|charge numeric 
@ATTRIBUTE AutoCorrelatuion|d=6|1-50|charge numeric 
@ATTRIBUTE letterCount|1-50|S|aminoacid numeric 
@ATTRIBUTE maxPaacountNormed|1-80|leucine|L numeric 
@ATTRIBUTE maxPaacount|1-120|cysteine|C numeric 
@ATTRIBUTE maxPaacount|1-120|lysine|K numeric 
@ATTRIBUTE letterCount|1-120|F|aminoacid numeric 
@ATTRIBUTE letterCount|1-120|W|aminoacid numeric 
@ATTRIBUTE Paacount|d=2|1-100|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacountNormed|-40--1|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacount|1-30|charge_negative|1 numeric 
@ATTRIBUTE Paacount|d=3|1-20|structure_helix|1 numeric 
@ATTRIBUTE minPaacount|1--1|structure_helix|1 numeric 
@ATTRIBUTE letterCount|1-20|2|size_large numeric 
@ATTRIBUTE maxPaacount|1--1|hydroxylated_hydroxy|1 numeric 
@ATTRIBUTE Paacount|d=2|1--1|aliphatic_helix_uncharged|1 numeric 
@ATTRIBUTE prosite_clust_SR numeric 
@ATTRIBUTE prosite_clust_mem numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE prosite_clust_mTP numeric 
@ATTRIBUTE prosite_clust_cTP numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE response {cyt,cTP,ER,ex,gol,mTP,nuc,per,mem,vac,cyt_nuc,ex_mem,cyt_mem,cyt_mTP,nuc_mTP,ER_ex,ex_nuc} 
 
@DATA 
246,9,0.0,7.026,6.769,-0.89,1,0.399461555556,51.379,36.0235029767,9,0.00649350649351,0.00884955752212,0.00854700854701,6,4,0.113402061856,0.0789473684211,0,0.1875,0.012865497076,5,0.125541125541,0.363636363636,0,0,0,0,0,0,cTP 
270,9,0.0,6.193,3.548,-0.253,1,0.317490722222,52.059,42.6756402093,11,0.0027027027027,0,0.00943396226415,5,4,0.0618556701031,0.105263157895,0,0.125,0.0104444444444,2,0.11877394636,0.402255639098,0,0,0,0,0,0,cTP 
273,27,0.0,4.72,5.192,-0.667,1,0.228701833333,52.62,40.7492015581,11,0.00438596491228,0,0.00952380952381,6,2,0.0412371134021,0.131578947368,0,0.0625,0.0164995822891,6,0.129411764706,0.353159851301,0,0,0,0,0,0,cTP 
267,9,0.0,6.459,4.244,-0.75,1,0.316283777778,52.779,40.3061617442,8,0.00176056338028,0,0.00970873786408,5,3,0.0412371134021,0.105263157895,0,0.375,0.0146198830409,5,0.113725490196,0.357414448669,0,0,0,0,0,0,cTP 
265,9,0.0,6.763,6.554,-2.563,1,0.257774722222,52.659,39.9379564884,6,0.00228310502283,0.00917431192661,0.00970873786408,5,3,0.0412371134021,0.131578947368,0,0.125,0.0138321995465,8,0.094262295082,0.371647509579,0,0,0,0,0,0,cTP 
268,9,0.0,7.262,4.407,-0.25,1,0.3716195,53.206,39.2342499767,5,0.00144927536232,0,0,5,3,0.020618556701,0.157894736842,0,0.3125,0.0168010752688,6,0.109375,0.386363636364,0,0,0,0,0,0,cTP 
280,18,0.0,6.957,4.426,-1.004,1,0.289712444444,50.429,41.6187527674,10,0.0128205128205,0,0.0357142857143,7,2,0.0515463917526,0.0526315789474,0,0.1875,0.0182889656574,7,0.127413127413,0.351449275362,0,0,0,0,0,0,cTP 
265,9,0.0,6.202,6.352,-1.166,1,0.322192166667,53.673,37.6347258605,11,0.00124378109453,0,0.00990099009901,1,1,0.0309278350515,0.105263157895,0,0.3125,0.00884353741497,6,0.0763358778626,0.214559386973,0,0,0,0,0,0,cTP 
256,9,0.0,7.142,4.263,-0.59,1,0.280481777778,58.157,41.5624635814,2,0.00228310502283,0,0.0263157894737,5,4,0.0618556701031,0.0789473684211,0,0.3125,0.0161330354927,9,0.0887096774194,0.384920634921,0,0,0,0,0,0,cTP 
253,9,0.0,6.93,4.011,-1.249,1,0.237969888889,58.939,41.9534537209,2,0.00438596491228,0,0,7,3,0.0515463917526,0.0789473684211,0,0.5625,0.0156533575318,11,0.10612244898,0.36546184739,0,0,0,0,0,0,cTP 
268,0,0.0,6.948,5.08,-1.056,0,0.405000388889,58.166,41.2911889302,6,0.0128205128205,0.00900900900901,0.0176991150442,5,2,0.0618556701031,0.105263157895,0,0.1875,0.0147027487748,13,0.120754716981,0.348484848485,0,0,0,0,0,0,cTP 
269,0,0.0,6.113,4.244,-1.405,1,0.291426166667,54.768,39.896744,6,0.00540540540541,0,0.00980392156863,4,3,0.0103092783505,0.0526315789474,0,0.3125,0.0153949129853,6,0.0988593155894,0.354716981132,0,0,0,0,0,0,cTP 
253,18,0.0,5.858,2.188,-0.687,1,0.262298111111,53.269,41.2188985581,9,0.00877192982456,0,0.0263157894737,2,0,0.0618556701031,0.0789473684211,0,0.25,0.010055304173,5,0.1125,0.305220883534,0,0,0,0,1,0,cTP 
255,18,0.0,5.753,2.218,-0.626,1,0.264999055556,54.172,37.330949814,11,0.00540540540541,0,0.0380952380952,4,0,0.0618556701031,0.157894736842,0,0.1875,0.0101214574899,6,0.107142857143,0.302788844622,0,0,0,0,1,0,cTP 
758,54,0.0,5.061,3.044,-1.737,0,0.228454166667,51.972,40.5890395814,10,0.00810810810811,0,0.00970873786408,6,0,0.0824742268041,0.0263157894737,0,0.0,0.0123544954653,5,0.111258278146,0.281167108753,0,0,0,0,0,0,cTP 
442,18,0.0,7.084,4.875,-0.812,1,0.326869833333,52.48,32.4109613488,10,0,0,0.0178571428571,5,1,0.0412371134021,0.105263157895,0,0.1875,0.0100012501563,6,0.0956719817768,0.239726027397,0,0,0,0,0,0,cTP 
422,45,0.0,6.679,3.976,-1.105,0,0.326655222222,52.747,41.8727989767,7,0.00333333333333,0,0.00990099009901,12,2,0.0515463917526,0.105263157895,0.0909090909091,0.0,0.0114704256495,7,0.136815920398,0.282296650718,0,0,0,0,0,0,cTP 
438,18,0.0,6.759,5.136,-1.026,1,0.384397555556,53.097,33.3837809302,6,0.025641025641,0,0.00884955752212,5,1,0.0412371134021,0.131578947368,0,0.125,0.00858260759813,6,0.114832535885,0.292626728111,0,0,0,0,0,0,cTP 
446,27,0.0,6.964,4.145,-0.91,1,0.385133444444,53.097,33.6782163256,8,0.025641025641,0,0.0192307692308,3,1,0.0309278350515,0.105263157895,0,0.25,0.0111455108359,7,0.104783599089,0.276018099548,0,0,0,0,0,0,cTP 
334,45,0.0,6.326,3.806,-0.862,0,0.239335944444,55.665,38.1998146047,13,0.0128205128205,0.00847457627119,0.00952380952381,5,0,0.0824742268041,0.131578947368,0.04,0.3125,0.0109298806121,9,0.136778115502,0.257575757576,0,0,0,0,1,0,cTP 
329,12,0.0,6.439,4.894,-1.657,1,0.324051888889,54.92,37.6977285581,6,0.0128205128205,0,0.00980392156863,5,0,0.103092783505,0.0526315789474,0,0.25,0.00974025974026,5,0.119873817035,0.323076923077,0,0,0,0,0,0,cTP 
318,27,0.0,6.85,3.677,-1.256,0,0.174679555556,56.587,38.7645520465,13,0.0512820512821,0.00847457627119,0.00970873786408,4,1,0.103092783505,0.131578947368,0.0588235294118,0.25,0.0125819599504,8,0.154340836013,0.261146496815,0,0,0,0,0,0,cTP 
518,18,0.0,5.066,3.812,-1.108,1,0.277913388889,53.693,42.5952212093,7,0.0027027027027,0,0.0175438596491,6,1,0.0721649484536,0.105263157895,0,0.125,0.0129196230012,8,0.133072407045,0.268482490272,0,0,0,0,0,0,cTP 
536,27,0.0,5.793,3.877,-1.042,1,0.285330944444,52.472,39.6454171628,9,0.00438596491228,0,0.00917431192661,6,0,0.0309278350515,0.105263157895,0,0.1875,0.0116279069767,3,0.139579349904,0.261278195489,0,0,0,0,0,0,cTP 
407,45,0.0,7.267,8.078,-1.171,0,0.242562666667,60.105,40.3918909535,6,0.0512820512821,0,0.00980392156863,6,2,0.0412371134021,0.027027027027,0,0.125,0.0130897191164,9,0.119106699752,0.406947890819,0,0,0,0,0,0,cTP 
402,36,0.0,7.695,7.74,-1.556,0,0.354890888889,52.496,40.1117863721,12,0.012987012987,0,0.00990099009901,5,3,0.0515463917526,0.131578947368,0,0.1875,0.0102224064097,7,0.150510204082,0.376884422111,0,0,0,0,0,0,cTP 
408,24,0.0,7.442,9.043,-0.754,0,0.262421111111,55.091,39.6454823256,5,0.0128205128205,0,0.00900900900901,9,2,0.0515463917526,0.027027027027,0,0.125,0.0134638922889,7,0.116625310174,0.405940594059,0,0,0,0,0,0,cTP 
409,54,0.0,7.327,8.122,-1.134,0,0.317792611111,53.375,41.8802132093,4,0.0512820512821,0,0.00892857142857,6,2,0.0515463917526,0.0285714285714,0,0.4375,0.014785675529,6,0.123456790123,0.424691358025,0,0,0,0,0,0,cTP 
402,45,0.0,7.267,7.768,-0.501,0,0.251701444444,59.747,38.9511704651,9,0.0175438596491,0.00952380952381,0.0169491525424,9,2,0.0309278350515,0.027027027027,0,0.25,0.0125707970714,8,0.128140703518,0.404522613065,0,0,0,0,0,0,cTP 
414,54,0.0,6.949,7.819,-1.254,0,0.337573277778,55.435,42.3487974419,2,0.025641025641,0,0.0176991150442,8,2,0.0412371134021,0.0526315789474,0,0.375,0.0139279496451,8,0.106598984772,0.424390243902,0,0,0,0,0,0,cTP 
404,45,0.0,7.267,7.852,-0.251,0,0.322215944444,59.28,40.442375093,5,0.025641025641,0.00925925925926,0.00990099009901,9,2,0.0515463917526,0.027027027027,0,0.3125,0.0137419266181,10,0.1175,0.4,0,0,0,0,0,0,cTP 
566,27,0.0,5.828,3.943,-2.095,0,0.337927166667,53.284,37.982618093,6,0.00595238095238,0,0.00990099009901,5,0,0.0927835051546,0.105263157895,0.047619047619,0.1875,0.0131337518107,7,0.117328519856,0.288256227758,0,0,0,0,0,0,cTP 
571,18,0.0,5.828,3.613,-1.306,0,0.226559166667,48.252,40.6174188837,8,0.00198412698413,0,0.00990099009901,6,0,0.0515463917526,0.0789473684211,0,0.125,0.011961722488,6,0.130671506352,0.266313932981,0,0,0,0,0,0,cTP 
148,27,0.0,5.199,2.254,-0.999,0,0.144986111111,62.445,42.002173814,7,0.0128205128205,0.00862068965517,0.018691588785,2,0,0.0515463917526,0.0263157894737,0,0.375,0.0143229166667,8,0.0948905109489,0.340277777778,0,0,0,0,0,0,cTP 
260,24,0.0,5.335,2.886,-1.473,1,0.210334055556,51.959,38.4426695581,13,0.00333333333333,0,0.01,5,0,0.0618556701031,0.0540540540541,0,0.1875,0.0116714380092,8,0.078125,0.30859375,0,0,0,0,0,0,cTP 
392,100,0.0,5.151,2.837,-0.647,1,0.278479,52.949,38.8812246744,12,0.0128205128205,0.00961538461538,0.0190476190476,4,0,0.0824742268041,0.105263157895,0,0.25,0.0126259043836,7,0.111688311688,0.322164948454,0,0,0,0,0,0,cTP 
374,100,0.0,6.474,2.723,-1.135,1,0.283327833333,52.533,36.9875541395,6,0.00228310502283,0.0176991150442,0.0181818181818,4,0,0.0927835051546,0.131578947368,0,0.25,0.0104368570151,6,0.090395480226,0.297297297297,0,0,0,0,0,0,cTP 
383,45,0.0,6.731,3.504,-0.539,1,0.231550111111,52.491,40.2320508837,8,0.00649350649351,0.00943396226415,0.0185185185185,2,0,0.0721649484536,0.131578947368,0.0384615384615,0.4375,0.0117766792672,9,0.0891891891892,0.298153034301,0,0,0,0,0,0,cTP 
230,27,0.0,5.962,3.064,-1.0,1,0.306070666667,53.289,39.1754111628,9,0.025641025641,0,0.00892857142857,2,1,0.103092783505,0,0,0.25,0.00793650793651,8,0.178403755869,0.256637168142,0,0,0,0,0,0,cTP 
364,36,0.0,5.802,4.014,-1.268,0,0.303997444444,56.475,39.399204093,7,0.00540540540541,0,0.00990099009901,3,2,0.0618556701031,0.184210526316,0,0.3125,0.0125968992248,10,0.0944444444444,0.3,0,0,0,0,1,0,cTP 
388,36,0.0,5.917,3.848,-2.963,0,0.181913444444,60.918,43.2229487907,8,0.00333333333333,0,0.0181818181818,5,0,0.0618556701031,0.184210526316,0,0.0,0.0120464649362,9,0.140625,0.291666666667,0,0,0,0,1,0,cTP 
359,27,0.0,5.802,3.569,-1.094,0,0.253358666667,58.6,42.871758907,7,0.00649350649351,0,0.0181818181818,4,2,0.0824742268041,0.184210526316,0.0384615384615,0.1875,0.0119632907244,7,0.10632183908,0.307042253521,0,0,0,0,1,0,cTP 
224,18,0.0,5.271,2.754,-0.891,1,0.237423833333,53.125,40.9311195814,10,0.0384615384615,0.018018018018,0.019801980198,4,2,0.0618556701031,0.105263157895,0,0.3125,0.00985221674877,7,0.152777777778,0.231818181818,0,0,0,0,0,0,cTP 
501,27,0.0,6.554,6.685,-1.662,1,0.209182888889,63.335,34.0991108605,2,0.0015873015873,0.00980392156863,0.019801980198,3,2,0.0618556701031,0.0405405405405,0.0416666666667,0.1875,0.0118965118965,12,0.0761316872428,0.299798792757,0,0,0,0,0,0,cTP 
501,18,0.0,6.672,7.103,-2.031,1,0.275740388889,58.573,34.2154805581,0,0.00133689839572,0.00980392156863,0.027027027027,3,3,0.0618556701031,0.0540540540541,0.0416666666667,0.25,0.012474012474,12,0.0873180873181,0.315895372233,0,0,0,0,0,0,cTP 
576,18,0.25,6.279,6.379,-1.111,1,0.338773277778,54.111,39.510403814,8,0.00144927536232,0,0.00961538461538,10,3,0.0412371134021,0.0277777777778,0,0.0625,0.0112849691797,8,0.108928571429,0.253496503497,0,0,0,0,0,0,cTP 
199,18,0.0,6.97,3.652,-1.094,1,0.271555,51.542,39.4897245116,5,0.012987012987,0.00909090909091,0.01,6,0,0.0618556701031,0.131578947368,0,0.0625,0.0141927853341,5,0.0984455958549,0.353846153846,0,0,0,0,0,0,cTP 
788,36,0.0,5.495,3.787,-0.888,1,0.216883555556,55.561,41.0267666047,10,0.00877192982456,0,0.00961538461538,6,0,0.0721649484536,0.0526315789474,0,0.1875,0.0114293981481,5,0.0978120978121,0.280612244898,0,0,0,0,0,0,cTP 
479,9,0.0,6.602,3.221,-0.605,1,0.323682833333,52.683,37.8260391628,15,0.0128205128205,0,0.0169491525424,4,0,0.0412371134021,0.157894736842,0,0.3125,0.0109170305677,6,0.100642398287,0.315789473684,0,0,0,0,0,0,cTP 
231,0,0.0,6.461,5.031,-0.018,1,0.315289222222,52.904,44.0704161395,6,0.00649350649351,0,0.00877192982456,3,1,0.134020618557,0.157894736842,0,0.3125,0.0110275689223,5,0.159817351598,0.405286343612,0,0,0,0,0,0,cTP 
167,0,0.0,6.135,4.505,-0.637,1,0.349332111111,52.344,42.2264510233,4,0.00438596491228,0,0.00854700854701,4,2,0.0618556701031,0.157894736842,0,0.375,0.0176640230714,6,0.124223602484,0.484662576687,0,0,0,0,0,0,cTP 
196,18,0.0,7.149,3.846,-0.702,1,0.210668555556,51.597,39.3486725116,11,0.00228310502283,0,0.0173913043478,4,0,0.0515463917526,0.131578947368,0,0.0,0.0102255639098,6,0.152631578947,0.338541666667,0,0,0,0,0,0,cTP 
417,63,0.0,4.344,4.96,-0.362,1,0.249784111111,52.668,40.9185587442,12,0.025641025641,0,0.02,1,1,0.0412371134021,0.0405405405405,0,0.125,0.0108984582669,6,0.130653266332,0.297820823245,0,0,0,0,0,0,cTP 
406,54,0.0,4.954,5.473,-1.223,1,0.297068333333,54.708,40.4490187442,8,0.0512820512821,0,0.00961538461538,1,1,0.0927835051546,0.0789473684211,0,0.25,0.00993091537133,8,0.110256410256,0.335820895522,0,0,0,0,0,0,cTP 
402,54,0.0,6.765,5.497,-1.053,1,0.299908333333,53.076,41.3952633953,7,0.0128205128205,0.00925925925926,0.00990099009901,3,1,0.123711340206,0.0540540540541,0,0.0625,0.0109131095455,6,0.110275689223,0.316582914573,0,0,0,0,0,0,cTP 
473,9,0.0,5.27,3.398,-2.014,0,0.231246722222,57.283,43.5483792093,10,0.00649350649351,0,0.00990099009901,6,0,0.0515463917526,0.0675675675676,0,0.0625,0.0146716348393,8,0.0986842105263,0.324093816631,0,0,0,0,1,0,cTP 
462,9,0.0,6.343,3.398,-1.747,0,0.3152435,59.45,50.4216074419,1,0.0128205128205,0,0,7,0,0.0412371134021,0.0810810810811,0,0.5,0.0140828261129,8,0.0977777777778,0.362445414847,0,0,0,0,1,0,cTP 
319,9,0.0,6.332,4.482,-0.613,1,0.341713777778,59.635,44.3405783256,4,0.00877192982456,0,0.0196078431373,3,0,0.0824742268041,0.0526315789474,0,0.5,0.0132462027552,7,0.0704697986577,0.365079365079,0,0,0,0,0,0,cTP 
320,9,0.0,6.111,3.556,-1.113,1,0.312260111111,52.472,40.2921981395,6,0.00438596491228,0.00961538461538,0.00980392156863,2,0,0.0721649484536,0.0789473684211,0,0.375,0.0140740740741,3,0.0700636942675,0.373417721519,0,0,0,0,0,0,cTP 
404,0,0.0,7.129,3.762,-1.031,1,0.241308166667,54.468,42.2389257674,11,0.00198412698413,0.00925925925926,0.00934579439252,4,1,0.0824742268041,0.0540540540541,0,0.25,0.0112683798269,8,0.1125,0.3125,0,0,0,0,0,0,cTP 
385,45,0.0,4.782,3.89,-0.687,1,0.238357555556,53.573,39.9728166279,7,0.00877192982456,0.00909090909091,0.01,3,1,0.0618556701031,0.0789473684211,0,0.25,0.0132420091324,5,0.136,0.312335958005,0,0,0,0,0,0,cTP 
382,9,0.0,7.202,2.484,0.003,1,0.350437722222,52.909,41.6943002558,6,0.00649350649351,0,0.018018018018,7,3,0.0824742268041,0.0789473684211,0,0.375,0.0118170656845,7,0.106849315068,0.275132275132,0,0,0,0,0,0,cTP 
415,18,0.0,7.402,2.69,-0.744,0,0.331646833333,53.34,39.1346523023,9,0.00438596491228,0,0.0275229357798,4,3,0.0515463917526,0.105263157895,0,0.25,0.0114881111408,3,0.119221411192,0.23600973236,0,0,0,0,0,0,cTP 
448,12,0.0,6.986,10.685,-1.978,1,0.326513388889,55.3,39.5636784186,5,0.025641025641,0.00917431192661,0.0178571428571,4,0,0.0412371134021,0.0540540540541,0,0.1875,0.0110933070381,8,0.110859728507,0.31981981982,0,0,0,0,0,0,cTP 
424,18,0.0,7.195,6.002,-1.674,1,0.355490888889,49.648,42.6629586047,5,0.025641025641,0,0.00980392156863,6,0,0.0721649484536,0.157894736842,0.0833333333333,0.25,0.0113289760349,9,0.116389548694,0.333333333333,0,0,0,0,0,0,cTP 
447,18,0.0,6.986,8.256,-0.758,0,0.272181555556,51.313,40.7737423721,8,0.00438596491228,0.00892857142857,0.01,4,1,0.0927835051546,0.0526315789474,0,0.3125,0.0108722510502,8,0.111111111111,0.320541760722,0,0,0,0,0,0,cTP 
354,18,0.0,5.615,4.803,-0.397,1,0.0944750555556,63.085,47.3765254186,5,0.00198412698413,0.00970873786408,0.0294117647059,2,1,0.0412371134021,0.0789473684211,0,0.3125,0.012012012012,9,0.102564102564,0.294285714286,0,0,0,0,0,0,cTP 
362,27,0.0,5.438,3.26,-0.113,1,0.310204277778,53.859,40.981908907,5,0.025641025641,0.00869565217391,0.0353982300885,2,1,0.0412371134021,0.0675675675676,0,0.1875,0.0132736533416,1,0.0863509749304,0.324022346369,0,0,0,0,0,0,cTP 
360,27,0.0,5.738,3.228,-0.797,1,0.342894722222,53.859,38.0672406512,8,0.00198412698413,0,0.0194174757282,3,1,0.0721649484536,0.0789473684211,0,0.125,0.0122651762149,3,0.0842696629213,0.300561797753,0,0,0,0,0,0,cTP 
378,27,0.0,5.456,3.785,-1.425,1,0.262229222222,53.402,36.611013093,10,0.00649350649351,0,0.0196078431373,1,2,0.0824742268041,0.0285714285714,0,0.1875,0.0113519091847,2,0.120218579235,0.251336898396,0,0,0,0,0,0,cTP 
377,27,0.0,5.615,4.097,-1.28,0,0.306487277778,54.644,39.1751690233,9,0.00649350649351,0.00909090909091,0.017094017094,4,2,0.154639175258,0.0285714285714,0,0.0,0.0122708456535,5,0.116847826087,0.257372654155,0,0,0,0,0,0,cTP 
144,54,0.0,5.19,2.693,-0.753,1,0.327328666667,52.667,40.0756066279,8,0.00438596491228,0.01,0.00970873786408,5,0,0.0618556701031,0.105263157895,0,0.1875,0.00941377834831,7,0.096,0.335714285714,0,0,0,0,0,0,cTP 
150,45,0.0,5.29,2.954,-0.64,1,0.368494888889,58.698,43.3581155349,8,0.0031746031746,0.00900900900901,0,3,0,0.0824742268041,0.105263157895,0,0.25,0.00853165693758,6,0.150684931507,0.321917808219,0,0,0,0,0,0,cTP 
148,54,0.0,6.057,2.506,-0.616,1,0.3182465,53.49,39.3487283721,5,0.00438596491228,0.00900900900901,0.00961538461538,3,0,0.0515463917526,0.105263157895,0,0.375,0.00994612515541,4,0.0977443609023,0.381944444444,0,0,0,0,0,0,cTP 
139,54,0.0,5.847,2.634,-0.571,1,0.249108888889,53.011,42.5743993721,5,0.00666666666667,0.00900900900901,0.00952380952381,1,1,0.113402061856,0.131578947368,0,0.25,0.00588235294118,7,0.1328125,0.318518518519,0,0,0,0,0,0,cTP 
149,54,0.0,5.942,2.547,-1.094,1,0.325394944444,53.166,38.2221557209,5,0.00649350649351,0.00900900900901,0.0190476190476,5,0,0.103092783505,0.157894736842,0,0.0625,0.00678733031674,6,0.114503816794,0.379310344828,0,0,0,0,0,0,cTP 
147,54,0.0,5.99,2.681,-1.419,1,0.326538333333,52.318,39.7971788605,3,0.00438596491228,0.00900900900901,0.00952380952381,4,0,0.0824742268041,0.0789473684211,0,0.25,0.00877192982456,6,0.106060606061,0.370629370629,0,0,0,0,0,0,cTP 
148,36,0.0,6.213,2.311,-0.868,1,0.280629944444,53.077,39.827464,10,0.00877192982456,0.00900900900901,0.00990099009901,5,0,0.0721649484536,0.131578947368,0,0.125,0.00520833333333,8,0.161764705882,0.305555555556,0,0,0,0,0,0,cTP 
152,36,0.0,5.478,2.23,-0.818,0,0.266244333333,50.997,37.7528720465,11,0.0128205128205,0.00900900900901,0.0188679245283,5,0,0.0618556701031,0.131578947368,0,0.125,0.00746268656716,5,0.106870229008,0.337837837838,0,0,0,0,0,0,cTP 
155,45,0.0,6.005,2.665,-1.33,0,0.229552222222,58.572,41.0132806744,7,0.0027027027027,0.00900900900901,0.00854700854701,4,0,0.0515463917526,0.131578947368,0,0.25,0.0127572016461,6,0.128378378378,0.344370860927,0,0,0,0,0,0,cTP 
144,45,0.0,5.625,2.309,-0.503,1,0.308304,52.674,38.5721160465,7,0.00438596491228,0.01,0.01,4,1,0.0618556701031,0.131578947368,0,0.1875,0.0089605734767,6,0.0916030534351,0.335714285714,0,0,0,0,0,0,cTP 
126,27,0.0,5.679,2.431,-0.268,1,0.253326666667,57.791,43.791122907,4,0.00649350649351,0.018018018018,0.00990099009901,3,0,0.0515463917526,0.105263157895,0,0.375,0.0104821802935,7,0.0934579439252,0.352459016393,0,0,0,0,0,0,cTP 
145,18,0.0,6.338,2.547,-0.619,1,0.392662444444,53.528,41.5418017907,8,0.00176056338028,0.00900900900901,0.01,3,0,0.0618556701031,0.157894736842,0,0.125,0.00933333333333,4,0.0984848484848,0.340425531915,0,0,0,0,0,0,cTP 
146,54,0.0,6.508,2.437,-1.719,1,0.294193277778,52.505,38.9897032791,8,0.0128205128205,0.00900900900901,0.00952380952381,3,0,0.0721649484536,0.0789473684211,0,0.1875,0.00741083835109,7,0.11811023622,0.352112676056,0,0,0,0,0,0,cTP 
143,54,0.0,6.319,4.802,-0.527,1,0.326766888889,59.244,45.6595553721,3,0.012987012987,0.00900900900901,0.00970873786408,2,1,0.0927835051546,0.131578947368,0,0.375,0.0103884372177,6,0.1484375,0.323741007194,0,0,0,0,0,0,cTP 
223,45,0.0,6.495,3.698,-1.024,1,0.333542944444,53.668,39.6284268372,10,0.0384615384615,0.00869565217391,0.00980392156863,0,0,0.0824742268041,0.105263157895,0,0.3125,0.0106826472121,6,0.19806763285,0.287671232877,0,0,0,0,0,0,cTP 
255,27,0.0,6.032,3.047,-1.14,1,0.281795,52.252,40.4025766047,9,0.0128205128205,0,0.01,6,0,0.0721649484536,0.131578947368,0,0.3125,0.0121457489879,4,0.0963855421687,0.250996015936,0,0,0,0,1,0,cTP 
254,54,0.0,4.261,2.552,-1.443,0,0.269455,58.607,39.8390993488,5,0.00649350649351,0,0.00990099009901,5,0,0.0515463917526,0.0789473684211,0,0.0625,0.0137790829004,5,0.10162601626,0.264,0,0,0,0,1,0,cTP 
253,18,0.0,4.874,3.056,-0.616,1,0.280094944444,55.925,38.9718901395,11,0.00438596491228,0.00854700854701,0.01,10,1,0.103092783505,0.0555555555556,0,0.1875,0.0111161524501,6,0.108,0.232931726908,0,0,0,0,1,0,cTP 
251,27,0.0,5.323,2.968,-1.667,0,0.3088315,58.184,38.3416895814,8,0.0128205128205,0.00900900900901,0.0194174757282,8,0,0.0618556701031,0.0789473684211,0,0.5,0.0151029748284,9,0.108695652174,0.242914979757,0,0,0,0,1,0,cTP 
259,27,0.0,4.278,2.827,-0.486,0,0.253268333333,55.908,37.9166806977,15,0.012987012987,0,0.03,5,0,0.0824742268041,0.105263157895,0,0.125,0.0128261831048,7,0.141732283465,0.223529411765,0,0,0,0,1,0,cTP 
257,54,0.0,5.716,3.152,-1.273,1,0.395750777778,55.715,39.0630276279,11,0.00649350649351,0,0.0169491525424,7,0,0.0927835051546,0.0789473684211,0,0.0,0.0113737734166,6,0.115226337449,0.241106719368,0,0,0,0,1,0,cTP 
259,45,0.0,5.691,3.129,-1.356,0,0.300673611111,57.648,37.22453,8,0.025641025641,0,0.0294117647059,6,0,0.103092783505,0.131578947368,0,0.5625,0.0139318885449,10,0.110204081633,0.262745098039,0,0,0,0,1,0,cTP 
250,36,0.0,5.482,3.152,-0.891,0,0.228820944444,58.157,40.1044837674,7,0.012987012987,0,0.00990099009901,5,0,0.0618556701031,0.0789473684211,0,0.375,0.0137899333487,7,0.121338912134,0.231707317073,0,0,0,0,1,0,cTP 
253,30,0.0,5.938,3.032,-1.762,0,0.305234,59.06,37.4989400465,11,0.025641025641,0,0.01,8,0,0.0721649484536,0.0789473684211,0,0.3125,0.0129310344828,7,0.133064516129,0.236947791165,0,0,0,0,1,0,cTP 
256,36,0.0,5.482,2.947,-0.608,0,0.242870666667,57.533,37.1720826047,9,0.012987012987,0,0.01,5,0,0.0618556701031,0.0789473684211,0,0.4375,0.0118701007839,10,0.106719367589,0.22619047619,0,0,0,0,1,0,cTP 
259,36,0.0,5.167,3.032,-1.433,0,0.224734111111,56.67,36.5472711163,15,0.0128205128205,0,0.0169491525424,6,0,0.0721649484536,0.037037037037,0.0384615384615,0.4375,0.0110570544007,11,0.149606299213,0.227450980392,0,0,0,0,1,0,cTP 
254,27,0.0,5.957,2.452,-1.357,1,0.299163722222,57.684,37.5449799535,11,0.00438596491228,0,0.0169491525424,7,0,0.103092783505,0.0789473684211,0,0.25,0.0110684436413,5,0.104166666667,0.224,0,0,0,0,1,0,cTP 
152,45,0.75,4.03,2.152,-1.14,0,0.320249277778,51.948,40.3605947674,4,0.0027027027027,0.03,0.00980392156863,4,1,0.0721649484536,0.131578947368,0,0.125,0.0126262626263,3,0.101351351351,0.317567567568,0,0,0,0,0,0,cTP 
144,36,0.0,6.938,2.554,-0.94,0,0.344178277778,52.376,41.4354038837,5,0.00198412698413,0.025641025641,0.0196078431373,7,1,0.0721649484536,0.105263157895,0,0.1875,0.0106974753958,4,0.0866141732283,0.278571428571,0,0,0,0,0,0,cTP 
