@RELATION /share/usr/briese/Pythonscrips/models/multiloc_fungi_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE Mono_NLS_signal26 numeric 
@ATTRIBUTE ER_signal5 numeric 
@ATTRIBUTE Vacuole_signal31 numeric 
@ATTRIBUTE Golgi_signal4 numeric 
@ATTRIBUTE Transmembrane_signal2 numeric 
@ATTRIBUTE Mip_signal13 numeric 
@ATTRIBUTE AutoCorrelatuion|d=2|1-20|hydrophob numeric 
@ATTRIBUTE AutoCorrelatuion|d=1|1-90|hydrophob numeric 
@ATTRIBUTE property_sum|1-30|charge numeric 
@ATTRIBUTE AutoCorrelatuion|d=2|1--1|charge numeric 
@ATTRIBUTE maxPaacountNormed|1-40|leucine|L numeric 
@ATTRIBUTE maxPaacount|1-40|lysine|K numeric 
@ATTRIBUTE maxPaacount|1-170|cysteine|C numeric 
@ATTRIBUTE maxPaacount|1--1|serine|S numeric 
@ATTRIBUTE Paacount|d=2|1-60|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacountNormed|1--1|hydrophob_very|2 numeric 
@ATTRIBUTE letterCount|1-20|1|charged numeric 
@ATTRIBUTE Paacount|d=2|1--1|charge_none|0 numeric 
@ATTRIBUTE minPaacount|1--1|structure_sheet|2 numeric 
@ATTRIBUTE maxPaacountNormed|1-170|aliphatic_helix_other|2 numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE prosite_clust_mem numeric 
@ATTRIBUTE 0005737 numeric 
@ATTRIBUTE 0005783 numeric 
@ATTRIBUTE 0005739 numeric 
@ATTRIBUTE 0005576 numeric 
@ATTRIBUTE 0005777 numeric 
@ATTRIBUTE go_one numeric 
@ATTRIBUTE response {cyt,ER,ex,gol,mTP,nuc,per,mem,vac} 
 
@DATA 
386,43.42,27,4.843,13,2.698,-2.513,0.111594176471,0.209646909091,150.93,35.1046152618,0.0263157894737,0,0.00602409638554,0.00789473684211,0.0350877192982,0.088772845953,8,0.534031413613,0.00224394935086,0.196428571429,1,0,0,1.0,0,0,0,0,2,cyt 
1273,29.984,36,5.233,15,3.654,-1.809,0.320619235294,0.271796386364,176.059,35.6667902545,0.0263157894737,0.0454545454545,0.00613496932515,0.00947119179163,0.0701754385965,0.108661417323,3,0.506698187549,0.00243820413654,0.0833333333333,1,0,0,0,0,0,0,0,0,cyt 
1187,28.56,30,6.008,14,3.055,-1.339,0.297236411765,0.274021454545,156.268,36.6477320431,0.0263157894737,0.030303030303,0.00613496932515,0.0120068610635,0.0877192982456,0.109797297297,3,0.549450549451,0.00342172797263,0.166666666667,0,0,0,1.0,0,0,0,0,0,cyt 
467,43.624,18,4.891,14,3.614,-2.381,0.199267117647,0.255609352273,158.684,36.1188632829,0.0263157894737,0.0322580645161,0,0.015625,0.0877192982456,0.103448275862,5,0.503239740821,0.00271418456455,0.184523809524,0,0,0,1.0,0,0,0,0,0,cyt 
947,71.178,27,5.476,15,2.713,-2.802,0.268377705882,0.258897897727,178.402,37.5361325567,0.00344827586207,0.0645161290323,0,0.0181818181818,0.0701754385965,0.0603813559322,1,0.539766702015,0.00143833153542,0.130952380952,0,0,0,1.0,0,0,0,0,0,cyt 
846,47.264,18,5.631,13,4.575,-2.511,0.163498941176,0.253738875,179.975,36.9203343171,0.00446428571429,0,0.00662251655629,0.00965018094089,0.0350877192982,0.0984578884935,3,0.536817102138,0.00280701754386,0.0654761904762,0,0,0,1.0,0,1.0,0,0,2,cyt 
28,20.444,27,4.672,11,0.886,-2.143,0.231408176471,0.278693192308,160.127,34.9090091667,0.0108695652174,0.125,0,0.0666666666667,0.0,0.08,1,0.625,0.0,0.0769230769231,0,0,0,1.0,0,1.0,0,0,2,cyt 
5430,87.578,9,6.494,10,3.739,-1.522,0.0331579411765,0.170548613636,180.928,35.6572015798,0,0,0.00657894736842,0.0106912442396,0.0526315789474,0.0733370186107,5,0.460560265389,0.00186823131039,0.142857142857,1,0,0,1.0,0,0,0,0,2,cyt 
1425,59.14,27,4.396,14,4.626,-2.653,0.184301705882,0.217871670455,146.434,34.1578310106,0.0263157894737,0.0277777777778,0.00653594771242,0.014820042343,0.0175438596491,0.0928270042194,6,0.58057705841,0.00205614867537,0.238095238095,1,0,0,1.0,0,1.0,0,0,2,cyt 
309,35.028,45,5.627,17,3.958,-3.271,0.143530352941,0.221895011364,166.256,35.0446602295,0.027027027027,0,0.00657894736842,0.016393442623,0.0877192982456,0.137254901961,4,0.537704918033,0.00219298245614,0.190476190476,1,0,0,1.0,0,0,0,0,0,cyt 
557,43.988,45,7.184,15,4.821,-1.748,0.202723764706,0.291071715909,184.487,36.7443193255,0.0263157894737,0,0.00653594771242,0.00733944954128,0.105263157895,0.0992779783394,2,0.564195298373,0.00300020691082,0.0833333333333,0,0,0,1.0,0,1.0,0,0,0,cyt 
572,62.244,27,6.881,14,4.09,-1.827,0.144771058824,0.230083,195.95,36.6338303574,0.0263157894737,0,0,0.0036231884058,0.0877192982456,0.0949033391916,2,0.554577464789,0.00261674718196,0.125,0,0,0,1.0,0,1.0,0,0,0,cyt 
931,38.072,63,5.963,10,3.219,-2.357,0.161676,0.244241670455,158.928,33.927413973,0.0526315789474,0,0.00649350649351,0.0142700329308,0.0701754385965,0.0452586206897,4,0.485436893204,0.0015037593985,0.220238095238,0,0,0,1.0,0,0,0,0,2,cyt 
1111,49.8,45,0,14,3.283,-2.494,0.155095058824,0.161003181818,182.776,35.2855352674,0.00588235294118,0.153846153846,0,0.0146252285192,0.0,0.120938628159,5,0.551038843722,0.00217286335104,0.315476190476,1,0,0,1.0,0,0,0,0,2,cyt 
507,47.472,9,4.843,13,4.001,-1.528,0.213472176471,0.219043613636,184.491,38.8393316501,0.00403225806452,0,0.00606060606061,0.00811359026369,0.0175438596491,0.0992063492063,2,0.479125248509,0.00151613601906,0.113095238095,1,0,1,1.0,1.0,0,1.0,0,0,cyt 
173,46.896,0,4.398,14,1.526,-1.633,0.145759647059,0.179864431818,200.609,43.6121642959,0.0263157894737,0.0333333333333,0,0.0306748466258,0.0,0.0352941176471,0,0.426035502959,0.000381970970206,0.107142857143,1,0,0,1.0,0,0,0,0,2,cyt 
154,48.088,27,4.323,12,1.431,-2.697,0.113882411765,0.216208431818,182.041,42.4113758133,0.0263157894737,0.0333333333333,0,0.0283687943262,0.0175438596491,0.0662251655629,1,0.46,0.000486618004866,0.118421052632,1,0,0,1.0,0,0,0,0,2,cyt 
304,66.298,0,4.158,15,1.526,-2.15,0.108926882353,0.116065795455,185.711,39.2835588867,0.00925925925926,0.0416666666667,0,0.020979020979,0.0,0.0365448504983,3,0.426666666667,0.0,0.220238095238,1,0,0,1.0,0,0,0,0,2,cyt 
175,47.664,0,4.73,14,1.526,-2.745,0.158511470588,0.172685352273,192.197,43.5766076784,0.0263157894737,0.0322580645161,0,0.0379746835443,0.0,0.0348837209302,0,0.438596491228,0.000358422939068,0.166666666667,0,0,0,1.0,0,0,0,0,2,cyt 
251,28.816,18,4.937,15,2.322,-3.12,0.193298470588,0.219200431818,170.928,37.9584899838,0.0263157894737,0,0.00625,0.0215517241379,0.0350877192982,0.0241935483871,1,0.603238866397,0.000325945241199,0.190476190476,0,0,0,1.0,0,0,0,0,0,cyt 
332,27.892,24,5.164,15,2.868,-1.981,0.376844058824,0.332982897727,176.166,36.5914785305,0.0135135135135,0,0.00641025641026,0.0123076923077,0.122807017544,0.12462006079,0,0.533536585366,0.00355390082924,0.077380952381,0,0,0,1.0,0,0,0,0,0,cyt 
333,32.036,18,6.82,14,4.663,-1.677,0.364220176471,0.370623443182,173.925,36.610223155,0.0526315789474,0,0.00657894736842,0.00920245398773,0.175438596491,0.121212121212,1,0.547112462006,0.00287356321839,0.0595238095238,0,0,0,1.0,0,0,0,0,0,cyt 
688,43.132,18,6.286,14,2.979,-1.685,0.259662235294,0.195328863636,164.233,36.2413975336,0.00714285714286,0,0.00632911392405,0.00589970501475,0.0526315789474,0.0788321167883,2,0.482456140351,0.00228611624022,0.119047619048,0,0,1,1.0,0,0,0,0,2,cyt 
635,70.922,100,6.013,11,3.463,-1.369,0.202378470588,0.214677420455,184.552,36.7956894295,0.00925925925926,0.05,0,0.0162601626016,0.157894736842,0.0569620253165,1,0.454833597464,0.00229182582124,0.107142857143,1,0,0,1.0,0,0,0,0,2,cyt 
1265,45.156,36,5.023,13,4.613,-2.875,0.166294588235,0.229763193182,180.592,36.0302213418,0.00925925925926,0.0384615384615,0,0.00634417129262,0.0350877192982,0.101426307448,3,0.516256938937,0.00296158402437,0.119047619048,1,0,0,0,0,0,0,0,2,cyt 
1067,33.968,27,7.765,14,6.131,-2.201,0.228756764706,0.261876488636,167.274,36.7114288043,0.0142857142857,0,0.00641025641026,0.0103383458647,0.0175438596491,0.0770676691729,1,0.555973659454,0.00181141189494,0.0833333333333,1,0,0,1.0,0,0,0,0,2,cyt 
114,17.616,0,5.755,12,2.028,-1.346,0.259047764706,0.291863545455,169.665,36.2669268273,0.0263157894737,0,0.00909090909091,0.0208333333333,0.0877192982456,0.0810810810811,1,0.690909090909,0.0020618556701,0.107142857143,1,0,0,1.0,0,0,1.0,0,2,cyt 
462,46.32,18,5.15,11,2.699,-1.633,0.321235,0.252605863636,188.79,37.20423731,0.00588235294118,0.0416666666667,0.00662251655629,0.0218818380744,0.0701754385965,0.0501089324619,1,0.576419213974,0.0015514977921,0.178571428571,0,0,0,0,0,0,0,0,0,cyt 
282,54.096,27,6.399,12,2.53,-3.114,0.207515823529,0.196370715909,174.04,34.876581705,0.0263157894737,0.027027027027,0.00625,0.00760456273764,0.0175438596491,0.0931899641577,5,0.525179856115,0.00223663609931,0.166666666667,0,0,0,1.0,0,0,0,0,2,cyt 
263,59.39,27,6.271,11,6.305,-2.162,0.444077882353,0.337019159091,179.158,38.0353674595,0.0263157894737,0,0,0.0271317829457,0.0350877192982,0.0461538461538,0,0.706563706564,0.00108742931709,0.220238095238,0,0,0,1.0,0,0,0,0,0,cyt 
464,36.164,9,6.203,13,2.799,-1.59,0.434757,0.275461,166.559,36.2126464935,0.00925925925926,0.0666666666667,0.00636942675159,0.0200892857143,0.122807017544,0.106290672451,2,0.536956521739,0.0032230941704,0.0833333333333,1,0,0,1.0,1.0,1.0,0,0,0,cyt 
367,40.692,27,5.893,13,3.608,-2.13,0.192786941176,0.256719238636,185.999,36.5679410661,0,0,0,0.00557103064067,0.0350877192982,0.0879120879121,1,0.457300275482,0.00258594463036,0.0952380952381,1,0,0,1.0,1.0,1.0,0,0,8,cyt 
735,36.072,45,6.346,14,5.938,-1.28,0.410353294118,0.294381011364,178.868,35.9117400424,0.0263157894737,0.0454545454545,0,0.0110650069156,0.0701754385965,0.0928961748634,1,0.50341997264,0.00228512457615,0.172619047619,1,0,0,0,0,0,0,0,0,cyt 
309,32.484,45,5.49,13,3.685,-2.07,0.278547294118,0.293081954545,160.648,36.7529374295,0.0135135135135,0,0,0.0166666666667,0.0701754385965,0.0555555555556,4,0.547540983607,0.0010101010101,0.142857142857,0,0,0,1.0,0,0,0,0,2,cyt 
600,61.186,9,4.364,12,2.505,-2.653,0.146522,0.184916125,178.387,36.8665602114,0.0185185185185,0.0333333333333,0.0240963855422,0.0187074829932,0.0526315789474,0.0418760469012,5,0.441275167785,0.00128865979381,0.14880952381,1,0,0,1.0,0,0,0,0,2,cyt 
590,56.65,9,5.653,12,2.505,-1.761,0.176296294118,0.193353329545,176.146,37.0818759317,0.0185185185185,0,0.0240963855422,0.0206540447504,0.0526315789474,0.0477001703578,5,0.462457337884,0.00120247895662,0.160714285714,1,0,0,1.0,0,0,0,0,2,cyt 
125,40.404,36,4.661,14,3.023,-2.055,0.363599647059,0.274394659091,170.945,35.1227550579,0.0037037037037,0.0384615384615,0,0.0183486238532,0.0701754385965,0.106557377049,1,0.528925619835,0.0021164021164,0.162601626016,0,0,0,1.0,0,0,0,0,2,cyt 
448,23.86,18,5.039,13,4.268,-1.188,0.337582470588,0.279232420455,180.051,36.1462705653,0.0263157894737,0,0,0.0135746606335,0.157894736842,0.114606741573,1,0.587837837838,0.00258843830889,0.178571428571,0,0,0,1.0,0,0,1.0,0,2,cyt 
856,43.996,36,5.869,13,2.825,-2.566,0.145335705882,0.197439102273,176.844,36.8624462066,0.0135135135135,0.0344827586207,0.0240963855422,0.0199530516432,0.0701754385965,0.0515826494725,5,0.492957746479,0.00113457295934,0.119047619048,1,0,0,1.0,0,0,0,0,2,cyt 
1391,343.088,36,4.866,15,1.963,-0.323,0.19248,0.168178454545,187.086,46.123504447,0.00591715976331,0,0.00662251655629,0.0029197080292,0.0877192982456,0.0180115273775,0,0.11247296323,0.00051449151089,0.107142857143,0,0,0,1.0,0,0,0,0,2,cyt 
283,28.132,18,4.085,13,2.008,-1.463,0.337759705882,0.276443125,168.998,36.5628815448,0.00505050505051,0.0322580645161,0.0125,0.00760456273764,0.105263157895,0.114285714286,0,0.537634408602,0.00428036383093,0.10119047619,1,0,0,1.0,0,0,0,0,2,cyt 
118,27.448,36,5.82,14,3.18,-2.241,0.211406588235,0.257142568182,166.864,34.8639412632,0.00588235294118,0.0769230769231,0,0.00990099009901,0.105263157895,0.095652173913,6,0.429824561404,0.00113378684807,0.0603448275862,0,0,0,1.0,0,1.0,0,0,2,cyt 
1198,49.704,27,5.03,12,3.297,-2.531,0.179756588235,0.235979159091,169.405,35.7421353333,0.0135135135135,0,0.0128205128205,0.0194750211685,0.0877192982456,0.0761506276151,4,0.537688442211,0.00235804565176,0.125,1,0,0,1.0,0,0,0,0,2,cyt 
75,28.664,27,5.532,12,1.064,-1.48,0.183424941176,0.241542972603,172.771,37.2140211972,0.00588235294118,0.05,0.131147540984,0.0185185185185,0.0877192982456,0.111111111111,1,0.577464788732,0.0047619047619,0.0138888888889,0,0,0,1.0,0,0,0,0,0,cyt 
885,37.612,18,3.578,14,2.808,-1.886,0.294226882353,0.249193,172.762,37.117145563,0,0,0,0.00683371298405,0.105263157895,0.0907029478458,3,0.514188422247,0.00278494769732,0.125,1,0,0,0,0,0,0,0,0,cyt 
654,34.6,18,6.224,14,3.502,-2.701,0.170032411765,0.214633795455,153.234,36.8261671754,0.00588235294118,0,0,0.0126382306477,0.0526315789474,0.0860215053763,5,0.413846153846,0.00334119496855,0.208333333333,1,0,0,1.0,0,1.0,0,1.0,2,cyt 
661,45.298,9,6.224,12,3.415,-1.767,0.260212235294,0.253047068182,170.231,36.6449296651,0.0526315789474,0,0.0062893081761,0.0106382978723,0.0526315789474,0.0896656534954,3,0.464231354642,0.00294678453805,0.14880952381,1,0,0,1.0,0,1.0,0,1.0,2,cyt 
715,36.456,27,6.224,12,3.352,-1.727,0.163216411765,0.265126090909,205.665,37.5783835077,0,0.0909090909091,0.00632911392405,0.00846262341326,0.0175438596491,0.0941011235955,0,0.523206751055,0.00251076040172,0.190476190476,1,0,0,1.0,0,0,0,1.0,2,cyt 
659,38.968,18,6.224,13,4.137,-1.662,0.218459764706,0.240267397727,159.901,36.3529689542,0.0185185185185,0,0.0062893081761,0.010736196319,0.0701754385965,0.0853658536585,3,0.454961832061,0.00292511700468,0.184523809524,1,0,0,1.0,0,1.0,0,1.0,2,cyt 
705,44.504,36,5.557,13,3.927,-2.374,0.326567058824,0.250791340909,173.027,36.1791497903,0.00324675324675,0,0.00641025641026,0.00877192982456,0.157894736842,0.0868945868946,0,0.520684736091,0.00300092336103,0.166666666667,1,0,0,1.0,0,1.0,0,1.0,2,cyt 
3530,138.64,36,6.413,16,5.8,-2.687,0.0806557058824,0.193104340909,197.457,38.799229487,0.00505050505051,0.212121212121,0,0.0071002556092,0.0350877192982,0.0757017295152,5,0.552750992626,0.00199487033343,0.0892857142857,1,0,0,1.0,0,1.0,0,0,2,cyt 
1011,43.636,9,5.327,12,2.875,-2.593,0.215859882353,0.252343954545,177.798,38.656681149,0.0263157894737,0.03125,0,0.0060120240481,0.105263157895,0.0972222222222,3,0.489572989076,0.0030834914611,0.119047619048,1,0,0,1.0,0,1.0,0,0,2,cyt 
1026,69.208,18,5.102,15,3.513,-2.232,0.191687705882,0.288098761364,162.562,38.2563994335,0.0263157894737,0.0263157894737,0,0.00497017892644,0.0877192982456,0.109481915934,5,0.476516634051,0.00274548747006,0.142857142857,1,0,0,1.0,0,1.0,0,0,2,cyt 
277,36.108,45,5.566,16,4.089,-2.353,0.203981352941,0.268962659091,161.131,35.4919659048,0,0.0322580645161,0.0130718954248,0.0149812734082,0.105263157895,0.131386861314,3,0.564102564103,0.00452302631579,0.125,1,0,0,1.0,0,0,0,0,2,cyt 
285,42.244,36,6.772,16,5.745,-1.473,0.225691882353,0.275970329545,172.959,35.3083984555,0.00308641975309,0.047619047619,0.00657894736842,0.0181818181818,0.122807017544,0.120567375887,4,0.565836298932,0.00438596491228,0.0892857142857,1,0,0,1.0,0,0,0,0,2,cyt 
1473,47.712,45,5.873,12,5.029,-1.716,0.291159352941,0.242032329545,175.786,36.9793340796,0.0526315789474,0.04,0,0.0136147038802,0.105263157895,0.11156462585,3,0.550714771954,0.00210236334638,0.196428571429,1,0,0,1.0,0,1.0,0,0,2,cyt 
286,22.532,27,5.884,16,4.494,-2.213,0.333180470588,0.222790590909,162.87,38.5678680709,0.0405405405405,0,0.0062893081761,0.010989010989,0.0877192982456,0.0918727915194,3,0.595744680851,0.00110156422119,0.178571428571,1,0,0,1.0,0,0,0,0,0,cyt 
3584,35.974,9,4.876,15,4.642,-1.316,0.398407647059,0.319676727273,182.748,35.364034788,0.0526315789474,0.0740740740741,0.00657894736842,0.0122870706507,0.105263157895,0.0913152750628,1,0.598044692737,0.00248164615862,0.0595238095238,1,0,0,1.0,0,1.0,0,0,2,cyt 
390,38.416,27,5.439,14,2.752,-1.344,0.287865176471,0.289634693182,182.671,38.5336863394,0.0263157894737,0.0416666666667,0.00641025641026,0.0159151193634,0.122807017544,0.0826873385013,2,0.466321243523,0.00221975582686,0.0952380952381,1,0,0,1.0,0,0,0,0,0,cyt 
526,37.364,36,5.96,12,5.4,-1.514,0.246466882353,0.278055931818,168.487,35.9759582548,0.010101010101,0.0285714285714,0.00609756097561,0.00967117988395,0.0701754385965,0.093690248566,3,0.519157088123,0.00208441896821,0.0714285714286,1,0,0,1.0,0,0,0,0,2,cyt 
339,36.356,9,6.403,14,3.318,-3.067,0.135367411765,0.239114113636,156.686,37.3088984179,0.0037037037037,0,0,0.00934579439252,0.0877192982456,0.0863095238095,5,0.49552238806,0.00156739811912,0.14880952381,1,0,0,1.0,0,0,0,0,2,cyt 
377,66.246,54,4.793,12,2.553,-3.09,0.275312529412,0.225808954545,166.755,36.3981835657,0.0263157894737,0.0416666666667,0,0.0160857908847,0.105263157895,0.0828877005348,5,0.490616621984,0.00237435694499,0.160714285714,1,0,0,1.0,1.0,0,0,0,2,cyt 
380,44.116,45,4.049,14,3.345,-3.095,0.272697529412,0.212923431818,165.868,37.1319377234,0.0263157894737,0.0416666666667,0,0.0241286863271,0.105263157895,0.079575596817,5,0.492021276596,0.00274725274725,0.113095238095,1,0,0,1.0,1.0,0,0,0,2,cyt 
851,27.736,0,5.981,14,3.705,-2.509,0.338282705882,0.289972920455,161.618,35.6309630236,0.0263157894737,0,0.0180722891566,0.0272835112693,0.105263157895,0.0990566037736,3,0.650531286895,0.00196575776791,0.220238095238,1,1,0,0,0,0,0,0,0,cyt 
1095,50.412,27,4.478,12,2.526,-1.373,0.108963235294,0.161327102273,186.536,35.8843070852,0.00267379679144,0.03125,0,0.0174311926606,0.0,0.0357142857143,2,0.445462878093,0.0012027115679,0.172619047619,1,0,0,1.0,1.0,0,0,0,2,cyt 
887,45.416,27,0,13,5.51,-2.299,0.152620588235,0.223972806818,142.461,35.7291243533,0.00344827586207,0,0.00666666666667,0.00684931506849,0.0701754385965,0.0904977375566,7,0.479048697622,0.00224272715622,0.190476190476,1,0,0,1.0,0,1.0,0,0,0,cyt 
313,42.132,0,5.378,16,3.485,-3.349,0.185521764706,0.229335056818,177.423,37.2697693333,0.0142857142857,0,0,0.0102040816327,0.0701754385965,0.103225806452,0,0.511326860841,0.0019826964672,0.154761904762,0,0,0,1.0,0,0,0,0,2,cyt 
302,46.308,9,5.133,16,3.367,-5.243,0.239735941176,0.228452306818,170.099,37.4109786544,0.0037037037037,0.05,0,0.0106007067138,0.0526315789474,0.0936454849498,2,0.523489932886,0.00224761191234,0.10119047619,0,0,0,1.0,0,0,0,0,2,cyt 
698,43.632,18,5.38,16,4.575,-1.377,0.270266470588,0.275690238636,195.044,37.2239113948,0.0135135135135,0.0333333333333,0,0.0101892285298,0.157894736842,0.106474820144,2,0.612391930836,0.00266544117647,0.0952380952381,1,0,0,1.0,0,1.0,0,0,2,cyt 
979,61.664,27,6.801,11,3.89,-2.256,0.137690529412,0.208863727273,158.028,35.7836478062,0,0,0.00645161290323,0.0165975103734,0.0350877192982,0.0870901639344,4,0.570256410256,0.00295446645812,0.14880952381,1,0,0,1.0,0,0,0,0,2,cyt 
379,41.792,9,5.823,12,3.482,-1.679,0.247727882353,0.256317284091,190.627,37.019980864,0.0526315789474,0.0357142857143,0.00595238095238,0.00821917808219,0.0877192982456,0.103723404255,1,0.597333333333,0.00205821817113,0.107142857143,0,0,0,1.0,0,0,0,0,2,cyt 
350,36.332,36,5.2,14,2.598,-1.356,0.299090882353,0.289040284091,160.145,36.1739369422,0.0526315789474,0,0,0.0118694362018,0.0701754385965,0.0922190201729,3,0.546242774566,0.00231028967478,0.142857142857,0,0,0,0,0,0,0,0,0,cyt 
609,80.642,100,5.518,13,11.471,-1.82,0.144783117647,0.202310465909,190.129,38.372678724,0,0,0.00645161290323,0.00995024875622,0.0,0.039603960396,1,0.609917355372,0.00134264232009,0.107142857143,1,0,0,0,0,0,0,0,8,cyt 
307,60.088,12,5.536,15,2.087,-3.569,0.0790876470588,0.166748522727,160.991,35.5541274653,0.00324675324675,0.08,0,0.013201320132,0.0350877192982,0.0561056105611,7,0.445544554455,0.00367816091954,0.154761904762,0,0,0,1.0,0,0,0,0,0,cyt 
314,55.216,36,5.854,13,2.128,-2.55,0.0852921764706,0.132773886364,160.415,34.763534,0,0.0285714285714,0.00617283950617,0.0136054421769,0.0175438596491,0.0578778135048,7,0.451612903226,0.00253378378378,0.166666666667,0,0,0,1.0,0,0,0,0,0,cyt 
496,114.298,36,6.077,15,3.987,-2.732,0.296318882353,0.164368511364,164.393,37.4732126382,0,0,0.00602409638554,0.00836820083682,0.0,0.0851926977688,3,0.502032520325,0.00303454715219,0.190476190476,1,0,0,1.0,0,0,0,0,2,cyt 
498,118.194,45,5.62,14,4.069,-3.701,0.125054764706,0.143622363636,137.583,37.517469004,0.0135135135135,0,0,0.00831600831601,0.0350877192982,0.0868686868687,7,0.487854251012,0.00242745227849,0.244047619048,1,0,0,1.0,0,0,0,0,2,cyt 
264,42.108,36,6.026,16,4.395,-2.196,0.191620882353,0.281226375,179.854,35.7461238231,0.0037037037037,0.047619047619,0.00662251655629,0.015873015873,0.0701754385965,0.111111111111,3,0.538461538462,0.00250455373406,0.113095238095,1,0,0,1.0,0,0,0,0,2,cyt 
274,38.066,27,7.36,14,5.446,-0.865,0.269071764706,0.261546818182,186.316,37.0692882667,0.00925925925926,0.0526315789474,0,0.0078431372549,0.0701754385965,0.09963099631,1,0.566666666667,0.002197265625,0.0595238095238,0,0,0,1.0,0,0,0,0,2,cyt 
230,30.604,0,6.531,14,5.671,-2.605,0.300033647059,0.220869102273,178.512,35.5065993982,0.00403225806452,0.05,0,0.0191387559809,0.105263157895,0.0881057268722,1,0.592920353982,0.00270061728395,0.0892857142857,0,0,0,1.0,0,0,0,0,2,cyt 
745,30.224,27,6.441,18,2.622,-1.225,0.243937294118,0.266912545455,170.979,36.8658026046,0.0135135135135,0.0277777777778,0,0.00952380952381,0.0877192982456,0.109164420485,2,0.524966261808,0.00210817097994,0.107142857143,1,0,0,1.0,1.0,0,0,0,2,cyt 
824,33.128,36,5.705,15,3.777,-1.193,0.317437941176,0.242561068182,180.567,37.1421138378,0.0263157894737,0.037037037037,0.0119047619048,0.00855745721271,0.0877192982456,0.101096224117,1,0.530487804878,0.00157304843678,0.154761904762,1,0,0,1.0,1.0,1.0,0,1.0,2,cyt 
744,42.212,45,5.542,15,3.175,-1.626,0.174030470588,0.240564181818,170.005,36.7969826041,0.0135135135135,0,0.0062893081761,0.00682128240109,0.0701754385965,0.107962213225,2,0.540540540541,0.00206611570248,0.14880952381,1,0,0,1.0,1.0,0,0,0,2,cyt 
127,34.676,18,5.369,13,2.28,-3.74,0.208691176471,0.286603,168.542,34.0500898211,0.00403225806452,0,0,0.0161290322581,0.0350877192982,0.129032258065,2,0.593495934959,0.00173913043478,0.176,1,0,0,1.0,0,0,0,0,0,cyt 
162,46.244,27,5.515,14,3.488,-4.04,0.265614470588,0.184314829545,176.348,36.5258194873,0.0151515151515,0.0294117647059,0,0.00704225352113,0.105263157895,0.0880503144654,4,0.512658227848,0.00186636804778,0.1375,0,0,0,1.0,0,0,0,0,0,cyt 
853,44.662,0,6.229,13,6.793,-3.26,0.157594647059,0.199949295455,173.461,36.718152742,0.00588235294118,0,0,0.00837320574163,0.0350877192982,0.0552941176471,2,0.575971731449,0.00197489067569,0.0952380952381,1,0,0,0,0,0,0,0,0,cyt 
309,40.408,18,6.211,12,4.11,-2.868,0.137257588235,0.213058113636,162.896,35.7305555279,0.00806451612903,0.0769230769231,0.00662251655629,0.0102040816327,0.0526315789474,0.0980392156863,6,0.501639344262,0.00402046783626,0.0952380952381,1,0,0,1.0,1.0,0,0,0,2,cyt 
1003,64.53,45,6.178,13,4.519,-2.391,0.184161588235,0.263263556818,185.898,38.2780022843,0.00925925925926,0.0263157894737,0,0.0270812437312,0.0350877192982,0.059,1,0.621621621622,0.00180852266305,0.154761904762,0,0,0,1.0,1.0,1.0,0,0,2,cyt 
229,41.292,27,4.872,13,2.752,-3.388,0.194701588235,0.234614386364,169.462,35.8320299822,0,0.027027027027,0,0.00480769230769,0.0877192982456,0.141592920354,3,0.515555555556,0.00227732793522,0.14880952381,0,0,0,1.0,0,0,0,0,0,cyt 
157,35.92,18,5.878,11,2.576,-1.617,0.324827117647,0.260191204545,181.423,35.7627814706,0.00714285714286,0,0.00729927007299,0.014598540146,0.0877192982456,0.116883116883,1,0.503267973856,0.002331002331,0.161290322581,0,0,0,1.0,0,0,0,0,0,cyt 
231,43.396,27,4.962,14,2.516,-3.748,0.160741411765,0.228694568182,176.551,37.8678566211,0,0.027027027027,0,0.0140845070423,0.0877192982456,0.131578947368,4,0.52422907489,0.00236966824645,0.154761904762,0,0,0,1.0,0,0,0,0,0,cyt 
749,39.88,45,5.381,12,4.376,-3.168,0.179506470588,0.254980193182,182.269,35.4751644282,0.00285714285714,0.0384615384615,0.00636942675159,0.0121621621622,0.105263157895,0.104557640751,2,0.512751677852,0.00265047879617,0.160714285714,1,0,0,0,0,0,0,0,0,cyt 
806,29.176,45,4.421,12,4.56,-1.536,0.259823705882,0.246957340909,180.868,37.0144873329,0.00344827586207,0,0.0123456790123,0.00747198007472,0.122807017544,0.110834371108,0,0.561097256858,0.00226180378852,0.160714285714,0,0,0,0,0,0,0,0,0,cyt 
1205,85.644,9,6.157,11,3.954,-1.896,0.324941705882,0.249108568182,181.227,38.1990960075,0.0117647058824,0.05,0.0062893081761,0.0141548709409,0.105263157895,0.0549084858569,1,0.482930890924,0.0013780227596,0.172619047619,1,0,0,0,0,0,0,0,0,cyt 
346,54.03,18,4.609,14,2.322,-1.845,0.131099529412,0.235605011364,192.29,38.7365587924,0,0.027027027027,0,0.0214067278287,0.0701754385965,0.0758017492711,2,0.558479532164,0.00108225108225,0.125,1,0,0,1.0,0,0,0,0,2,cyt 
