@RELATION /share/usr/briese/Pythonscrips/models/bacello_animals_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE Mono_NLS_signal26 numeric 
@ATTRIBUTE Mip_signal13 numeric 
@ATTRIBUTE AutoCorrelatuion|d=3|1-20|hydrophob numeric 
@ATTRIBUTE AutoCorrelatuion|d=5|1-30|charge numeric 
@ATTRIBUTE AutoCorrelatuion|d=1|1--1|charge numeric 
@ATTRIBUTE Paacount|d=3|1-30|leucine|L numeric 
@ATTRIBUTE letterCount|1-30|C|aminoacid numeric 
@ATTRIBUTE maxPaacountNormed|-30--1|cysteine|C numeric 
@ATTRIBUTE maxPaacountNormed|1-90|hydrophob_very|2 numeric 
@ATTRIBUTE letterCountNormed|1-20|1|charged numeric 
@ATTRIBUTE maxPaacount|-100--1|structure_none|0 numeric 
@ATTRIBUTE maxPaacount|1--1|structure_sheet|2 numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE prosite_clust_mem numeric 
@ATTRIBUTE 0005739 numeric 
@ATTRIBUTE 0005634 numeric 
@ATTRIBUTE 0016740 numeric 
@ATTRIBUTE 0005576 numeric 
@ATTRIBUTE go_one numeric 
@ATTRIBUTE response {cyt,mTP,nuc,SR} 
 
@DATA 
417,38.884,-1.161,0.2841046875,38.755465,38.1005876884,0.0,1,0,0.125,0.02,0.0816326530612,0.0725,0,0,1.0,0,1.0,0,2,mTP 
434,37.384,-0.542,0.1905434375,47.7982118333,37.4189310116,0.0384615384615,2,0,0.113636363636,0.0,0.175824175824,0.0596658711217,0,0,0,0,1.0,0,7,mTP 
773,34.972,-2.245,0.3033025625,35.61106775,37.3379298987,0.0384615384615,0,0,0.102272727273,0.0,0.111111111111,0.0631578947368,1,0,1.0,1.0,0,0,2,mTP 
414,37.688,-2.115,0.388066875,36.5825729167,34.2555837178,0.0,2,0,0.147727272727,0.027027027027,0.2625,0.0710784313725,0,0,0,0,0,0,0,nuc 
560,46.828,-3.263,0.303466,28.4569009167,35.8762695817,0.0384615384615,0,0,0.0681818181818,0.00840336134454,0.136842105263,0.0306859205776,0,0,0,0,0,0,0,nuc 
1341,113.866,-1.475,0.134655125,44.2289525,37.7996123109,0.0,0,0,0.0271317829457,0.0,0.319587628866,0.0331325301205,0,0,0,0,0,0,0,nuc 
443,65.884,-2.288,0.1914850625,34.314819,37.3211490409,0.0,2,0,0.113636363636,0.0434782608696,0.1125,0.0577367205543,0,0,0,0,0,0,0,nuc 
200,61.684,-0.255,0.34570025,41.79315625,44.1882244213,0.0384615384615,1,0,0.0681818181818,0.0,0.09375,0.063829787234,0,0,0,1.0,0,0,8,nuc 
1025,128.498,-1.339,0.1205186875,43.1938010833,37.4183989716,0.0,0,0,0.147727272727,0.0241935483871,0.14606741573,0.0577299412916,1,0,0,1.0,0,0,0,nuc 
361,34.14,-2.373,0.2970015,28.8135799167,35.0017702933,0.0,1,0.01,0.0681818181818,0.0555555555556,0.0952380952381,0.120588235294,0,0,0,1.0,1.0,0,2,nuc 
375,68.276,-3.675,0.1388018125,28.5856191667,36.5252477312,0.0,0,0,0.0340909090909,0.0526315789474,0.172839506173,0.0649717514124,0,0,0,1.0,1.0,0,2,nuc 
2664,164.812,-3.742,0.1756159375,33.4400646667,37.2560802093,0.0,1,0,0.0172413793103,0.0059880239521,0.177083333333,0.0248587570621,0,0,0,1.0,1.0,1.0,2,nuc 
2062,75.436,-3.009,0.1542116875,34.1813941667,36.2383872545,0.0,0,0,0.0117647058824,0.00813008130081,0.229166666667,0.0386686245717,0,0,0,1.0,1.0,0,2,nuc 
503,17.68,-3.842,0.413169125,35.503376875,36.6253742,0.0,0,0,0.015503875969,0.0,0.0824742268041,0.052738336714,0,0,1.0,1.0,0,1.0,2,nuc 
113,37.36,-2.678,0.1151104375,38.71624625,39.6661591545,0.0,0,0.00505050505051,0.0795454545455,0.0625,0.136363636364,0.063829787234,0,1,0,1.0,1.0,1.0,2,nuc 
317,63.982,-2.512,0.1458906875,34.27177775,37.3428882803,0.0,0,0.0047619047619,0.0568181818182,0.113636363636,0.0898876404494,0.0575079872204,0,0,0,1.0,0,0,8,nuc 
356,63.02,-0.574,0.29911675,39.4990675,38.9152956176,0.0,1,0.0128205128205,0.125,0.0238095238095,0.126315789474,0.0684523809524,1,0,0,1.0,0,0,2,nuc 
1257,65.756,-1.852,0.252049125,34.9408159167,35.4225459585,0.0,1,0,0.0795454545455,0.011320754717,0.195402298851,0.0485044462409,0,0,0,1.0,0,0,8,nuc 
398,33.4,-1.358,0.270865125,32.125980625,35.3900252456,0.0,0,0,0.125,0.0166666666667,0.1625,0.0906735751295,0,0,0,0,0,0,0,nuc 
1669,41.14,-2.693,0.1454429375,32.0255681667,35.3970873427,0.0,0,0.025641025641,0.102272727273,0.00675675675676,0.122448979592,0.0516206482593,0,0,0,1.0,0,0,0,nuc 
791,55.866,-2.063,0.1598508125,42.9415465,36.3439489721,0.0,0,0.00555555555556,0.015503875969,0.0105263157895,0.113636363636,0.0410256410256,0,0,0,0,0,0,0,nuc 
273,59.592,-2.079,0.1954881875,41.76423225,42.8104291074,0.0,0,0,0.0795454545455,0.0540540540541,0.157303370787,0.0540540540541,0,0,0,1.0,0,0,0,nuc 
854,44.254,-1.459,0.265337,36.62569025,36.8131526275,0.0384615384615,0,0,0.102272727273,0.0217391304348,0.186813186813,0.0781990521327,0,0,0,0,0,0,0,nuc 
729,67.234,-2.037,0.288505625,28.6929316667,37.5040088609,0.0384615384615,0,0,0.170454545455,0.040404040404,0.0989010989011,0.0491573033708,0,0,0,0,0,0,0,nuc 
1556,85.226,-2.17,0.13532575,39.5552901667,37.5073244862,0.0,1,0,0.136363636364,0.00369003690037,0.10752688172,0.0422901756669,0,0,0,1.0,0,0,8,nuc 
210,52.524,-1.296,0.2096321875,40.39911275,38.0799295556,0.0384615384615,1,0,0.0568181818182,0.0740740740741,0.144578313253,0.0731707317073,0,0,0,1.0,0,0,0,nuc 
225,44.016,-1.869,0.340712375,28.2453864167,35.767886982,0.0,0,0,0.0681818181818,0.0882352941176,0.141304347826,0.066985645933,0,0,0,0,0,0,0,nuc 
446,48.284,-2.099,0.205652375,46.982435625,38.0980012822,0.0,0,0,0.0344827586207,0.0833333333333,0.34693877551,0.0418604651163,0,0,0,1.0,0,0,2,nuc 
474,25.348,-1.733,0.2471011875,34.4636192917,39.3095963949,0.0384615384615,0,0,0.102272727273,0.0571428571429,0.0823529411765,0.0595744680851,1,0,0,1.0,0,0,8,nuc 
1469,33.116,-3.768,0.1521631875,33.119434125,35.4691557858,0.0,0,0,0.00574712643678,0.0105263157895,0.170454545455,0.0363262508568,0,0,0,0,0,0,0,nuc 
1425,50.854,-2.916,0.149260125,39.2024416667,37.027943263,0.0,0,0,0.0340909090909,0.0,0.119565217391,0.0198440822112,0,0,0,1.0,0,0,0,nuc 
1759,83.244,-1.584,0.26739,37.1261145,36.5764634943,0.0,1,0,0.0568181818182,0.00440528634361,0.186813186813,0.0427107061503,0,0,0,1.0,1.0,0,2,nuc 
1161,43.936,-2.509,0.1984960625,36.49030925,36.2625047608,0.0,0,0,0.051724137931,0.00719424460432,0.228915662651,0.0435161009574,0,0,0,1.0,1.0,0,2,nuc 
746,57.274,-1.338,0.1498736875,41.773353875,37.5757715599,0.0,0,0,0.0340909090909,0.00934579439252,0.0736842105263,0.0513513513514,0,0,0,1.0,0,0,0,nuc 
1058,64.93,-1.317,0.145758,48.3384765,38.9907893668,0.0,2,0,0.0681818181818,0.0,0.117647058824,0.0557156580211,0,0,0,1.0,1.0,0,8,nuc 
1400,123.054,-2.079,0.2289191875,34.4155485,38.3767730086,0.0384615384615,0,0,0.0568181818182,0.0131578947368,0.34693877551,0.0350751610594,0,0,0,1.0,1.0,0,8,nuc 
1235,76.382,-2.154,0.212466875,37.533473,33.7764343685,0.0,1,0,0.0909090909091,0.00440528634361,0.111111111111,0.0469135802469,0,0,0,1.0,0,0,0,nuc 
1249,51.364,-1.983,0.370672375,35.7641870833,36.1576998876,0.0,0,0,0.102272727273,0.00606060606061,0.135802469136,0.0640713706407,0,0,0,1.0,0,0,0,nuc 
206,70.856,-1.445,0.0839089375,42.3699888333,38.4555558374,0.0,1,0,0.0227272727273,0.0384615384615,0.177083333333,0.0425531914894,0,0,0,1.0,0,0,8,nuc 
1058,57.204,-2.152,0.2683101875,31.5418198333,35.4600161204,0.0,0,0,0.136363636364,0.0227272727273,0.0833333333333,0.0509125840538,0,0,0,0,0,0,0,nuc 
306,127.278,-1.066,0.199365375,51.66193,42.5334768515,0.0,0,0,0.0909090909091,0.0833333333333,0.09375,0.0633333333333,0,0,0,1.0,0,0,8,nuc 
353,103.604,-1.52,0.1527564375,45.08893825,41.49410856,0.0,0,0,0.0795454545455,0.0,0.113636363636,0.058651026393,0,0,0,1.0,0,0,0,nuc 
1130,57.738,-2.367,0.245213,31.99290425,35.9913593212,0.0384615384615,2,0,0.0681818181818,0.00719424460432,0.117021276596,0.0346666666667,1,0,0,0,0,0,2,nuc 
281,34.936,-2.164,0.228887875,29.3975506667,37.4716093129,0.0384615384615,0,0,0.0795454545455,0.0909090909091,0.170212765957,0.0727969348659,0,0,0,1.0,0,0,0,nuc 
938,106.772,-1.892,0.2554893125,48.21573825,37.4173898503,0.0,1,0,0.0454545454545,0.0118343195266,0.190476190476,0.0396145610278,0,0,0,1.0,0,0,0,nuc 
813,41.64,-1.461,0.2089691875,40.9127445417,36.5334900086,0.0,0,0,0.0227272727273,0.031914893617,0.126436781609,0.0793060718711,1,0,0,0,0,0,2,nuc 
1273,31.132,-1.604,0.3033,34.0173966667,36.3021165496,0.0,0,0,0.0909090909091,0.0121212121212,0.170212765957,0.0449881610103,0,0,0,0,0,0,0,nuc 
2342,68.36,-2.281,0.0966429375,39.0519203333,34.9094951265,0.0,0,0,0.0454545454545,0.0169014084507,0.116279069767,0.0649850363403,0,0,0,0,0,0,0,nuc 
399,63.602,-3.352,0.26429875,35.0482154167,37.6267702197,0.0,0,0,0.00574712643678,0.0285714285714,0.0631578947368,0.0384615384615,0,0,0,1.0,0,0,0,nuc 
790,106.04,-2.47,0.051838,36.6701933333,36.4747527014,0.0,0,0,0.0909090909091,0.0275229357798,0.108695652174,0.0674448767834,0,0,0,0,0,0,0,nuc 
2442,53.722,-2.311,0.221639375,36.5237658333,37.0496095441,0.0,0,0,0.0681818181818,0.0108695652174,0.326086956522,0.0435676120016,0,0,0,1.0,1.0,0,8,nuc 
558,49.762,-1.884,0.2467389375,42.0829114167,39.9768987586,0.0,0,0,0.0909090909091,0.0615384615385,0.21875,0.0440366972477,0,0,0,1.0,1.0,0,8,nuc 
251,67.804,-1.693,0.2521525,45.64648225,40.1764012137,0.0,0,0,0.0795454545455,0.0833333333333,0.2625,0.05,0,0,0,1.0,1.0,0,8,nuc 
389,75.53,-0.814,0.19794175,45.8819078333,39.5005349352,0.0,0,0,0.0795454545455,0.05,0.142857142857,0.0415584415584,0,0,0,1.0,0,0,8,nuc 
384,60.286,-2.68,0.124349375,40.0100035833,37.6611205801,0.0,0,0,0.015503875969,0.0377358490566,0.130952380952,0.0741758241758,0,0,0,1.0,0,0,0,nuc 
403,65.37,-2.213,0.1473140625,40.8583432917,37.2815033525,0.0,0,0,0.0227272727273,0.0,0.0967741935484,0.0629722921914,0,0,0,1.0,0,0,8,nuc 
575,54.682,-2.178,0.1718286875,38.2929362917,37.9944232605,0.0384615384615,0,0,0.0232558139535,0.0,0.0736842105263,0.0631578947368,0,0,0,1.0,0,0,8,nuc 
1395,97.926,-3.204,0.2336439375,42.09309,36.3995159591,0.0,0,0.0185185185185,0.0340909090909,0.0,0.1,0.0654545454545,0,0,0,1.0,0,0,8,nuc 
267,42.54,-3.415,0.201652125,35.4430976667,35.5403967045,0.0,0,0,0.159090909091,0.0625,0.141176470588,0.0926640926641,0,0,0,1.0,0,0,8,nuc 
524,92.414,-1.85,0.131820625,43.0519879167,35.4472218599,0.0,0,0,0.0227272727273,0.0192307692308,0.152941176471,0.068359375,0,0,0,1.0,0,0,8,nuc 
709,42.242,-1.867,0.1877556875,31.0697648333,34.4411637805,0.0,1,0.0357142857143,0.0909090909091,0.0104166666667,0.155555555556,0.0679886685552,0,0,0,1.0,0,0,8,nuc 
786,95.622,-1.609,0.3137203125,52.3945185,36.5197541494,0.0,4,0,0.136363636364,0.0,0.260416666667,0.0717029449424,0,0,0,0,0,0,0,nuc 
323,64.658,-2.732,0.08545575,41.4484481667,37.4213276125,0.0384615384615,0,0,0.102272727273,0.0434782608696,0.173469387755,0.0607028753994,0,0,0,1.0,0,0,0,nuc 
730,39.756,-1.602,0.1221669375,40.68570875,37.6723282627,0.0,1,0,0.0795454545455,0.0285714285714,0.25,0.0598052851182,0,0,0,1.0,0,0,8,nuc 
824,30.34,-2.666,0.3341926875,34.8088000833,36.0211332911,0.0,0,0,0.125,0.010989010989,0.222222222222,0.0590405904059,1,0,0,1.0,0,0,8,nuc 
574,45.312,-2.882,0.2217173125,34.3728358333,37.6372465954,0.0,0,0,0.0459770114943,0.0625,0.173913043478,0.0603907637655,0,0,0,1.0,1.0,0,8,nuc 
454,36.236,-2.11,0.1522674375,35.7526128333,37.6118779047,0.0,1,0,0.0681818181818,0.0909090909091,0.561224489796,0.0668202764977,0,0,1.0,1.0,1.0,0,8,nuc 
348,39.918,-0.93,0.1605341875,38.349266875,33.2549256232,0.0,0,0,0.051724137931,0.0281690140845,0.252631578947,0.0424242424242,0,0,0,1.0,0,0,8,nuc 
998,107.53,-1.924,0.2054743125,31.11083775,35.8738659246,0.0,0,0,0.0568181818182,0.0224719101124,0.2125,0.0448979591837,0,0,0,1.0,0,0,2,nuc 
3210,66.906,-1.962,0.2268676875,32.54842325,34.2123835635,0.0384615384615,0,0,0.031007751938,0.00486223662885,0.1875,0.0269002189553,0,0,0,0,0,0,0,nuc 
339,133.476,-2.976,0.082734,31.3352895,38.9956931131,0.0,1,0,0.0454545454545,0.101449275362,0.235294117647,0.0527950310559,0,0,0,0,0,0,0,nuc 
178,76.392,-1.911,0.134042625,56.7105660833,42.97578948,0.0,0,0,0.0344827586207,0.0,0.141176470588,0.0532544378698,0,0,0,1.0,0,0,0,nuc 
118,34.908,-1.142,0.215484375,50.7441423333,41.8234828957,0.0,0,0,0.0909090909091,0.0,0.1125,0.0412371134021,0,0,0,0,0,0,0,nuc 
664,65.564,-3.545,0.2455214375,38.59130125,36.0450093132,0.0384615384615,0,0.00480769230769,0.0909090909091,0.0344827586207,0.0813953488372,0.071104387292,0,0,0,1.0,0,0,0,nuc 
546,44.14,-2.77,0.09225375,34.4832570833,35.9148046372,0.0,1,0,0.015503875969,0.0140845070423,0.177777777778,0.0716981132075,0,0,1.0,1.0,1.0,0,2,nuc 
277,33.572,-0.956,0.2257786875,40.1240835,37.0256752117,0.0,4,0,0.147727272727,0.0606060606061,0.19512195122,0.0544747081712,0,0,0,1.0,0,0,0,nuc 
686,57.382,-1.381,0.311163375,41.2202011667,37.8216266999,0.0,1,0,0.0795454545455,0.0166666666667,0.103092783505,0.0741839762611,0,0,0,0,0,0,0,nuc 
172,33.608,-2.689,0.2458245,28.91266325,38.5702114556,0.0,0,0,0.0909090909091,0.181818181818,0.10752688172,0.0490797546012,0,0,1.0,1.0,0,0,8,nuc 
203,27.776,-2.037,0.179318,32.5427285833,34.157579865,0.0,0,0,0.0229885057471,0.0952380952381,0.1875,0.0483870967742,0,0,0,1.0,0,0,8,nuc 
270,38.84,-2.109,0.208538375,39.2802800833,36.403808221,0.0,0,0,0.0227272727273,0.111111111111,0.172043010753,0.0237154150198,0,0,0,1.0,0,0,8,nuc 
898,44.768,-7.8,0.1449654375,31.4340786667,36.029708248,0.0384615384615,0,0,0.0681818181818,0.0,0.132653061224,0.0437219730942,0,0,0,1.0,0,0,0,nuc 
150,28.264,-1.981,0.2461789375,35.9952283333,36.4453327075,0.0,5,0,0.136363636364,0.0,0.126436781609,0.0839160839161,0,0,0,0,0,0,0,nuc 
184,42.168,-1.259,0.115935625,43.951414,39.4423227845,0.0,1,0,0.0909090909091,0.0416666666667,0.264367816092,0.0769230769231,0,0,0,1.0,0,0,0,nuc 
484,113.938,-2.34,0.13244975,35.830625,39.7641080769,0.0,1,0,0.0113636363636,0.0724637681159,0.0987654320988,0.0663811563169,0,0,0,1.0,1.0,0,8,nuc 
425,48.756,-2.501,0.0874313125,35.11395875,36.7057375284,0.0,0,0,0.0574712643678,0.125,0.166666666667,0.083932853717,0,0,0,1.0,0,0,0,nuc 
224,27.568,-2.418,0.275997,37.0419552083,37.2949175385,0.0,0,0,0.0795454545455,0.0384615384615,0.18085106383,0.0409090909091,0,0,0,0,0,0,0,nuc 
132,35.22,-2.55,0.3070445,28.80246725,37.0787604651,0.0384615384615,1,0,0.125,0.210526315789,0.101123595506,0.109243697479,1,0,0,0,0,0,0,nuc 
738,52.83,-2.57,0.245880625,34.883696875,36.8748771782,0.0,0,0,0.0681818181818,0.037037037037,0.0860215053763,0.0395095367847,0,0,0,1.0,0,0,0,nuc 
1444,70.542,-2.462,0.293893125,33.2409865417,36.668158703,0.0,1,0,0.0681818181818,0.00564971751412,0.0595238095238,0.0666204024983,0,0,0,1.0,0,0,0,nuc 
684,35.128,-2.344,0.234718375,33.2906206667,35.6334959383,0.0,1,0,0.147727272727,0.030612244898,0.147368421053,0.0751879699248,0,0,0,0,0,0,0,nuc 
269,41.308,-2.177,0.1993731875,30.5822985,37.726988782,0.0,0,0.0128205128205,0.113636363636,0.2,0.25,0.0703125,0,0,0,0,0,0,0,nuc 
1454,32.836,-3.965,0.2511205625,34.9802791667,37.4245431234,0.0,0,0,0.102272727273,0.00826446280992,0.142857142857,0.0548992355803,0,0,0,0,0,0,0,nuc 
1368,38.868,-2.711,0.21086325,27.63476275,36.6397975956,0.0,0,0,0.159090909091,0.0461538461538,0.126315789474,0.072218128224,0,0,0,0,0,0,0,nuc 
651,39.288,-1.686,0.1930298125,32.5402215833,36.736078838,0.0,1,0,0.0344827586207,0.0263157894737,0.151162790698,0.0549450549451,0,0,0,0,0,0,0,nuc 
600,77.576,-2.5,0.22074475,36.4279460833,38.6257952563,0.0,0,0.00526315789474,0.0795454545455,0.0289855072464,0.219512195122,0.0378006872852,0,0,0,1.0,0,0,8,nuc 
233,46.0,-4.001,0.3514345625,29.6924166667,36.1438284826,0.0,0,0,0.0795454545455,0.0487804878049,0.223529411765,0.0358744394619,0,0,0,1.0,0,0,8,nuc 
431,34.228,-2.109,0.2146431875,38.5042981667,35.9499643645,0.0384615384615,0,0,0.0795454545455,0.0196078431373,0.0795454545455,0.1004784689,0,0,0,0,0,0,0,nuc 
717,59.79,-2.836,0.1776785625,35.0028432083,37.5106665966,0.0,0,0,0.0568181818182,0.0384615384615,0.15306122449,0.0761636107193,0,0,0,0,0,0,0,nuc 
228,47.376,-2.391,0.166683,30.5405975833,34.2744370133,0.0384615384615,0,0,0.0795454545455,0.136363636364,0.164948453608,0.0373831775701,1,0,0,1.0,0,0,0,nuc 
356,43.512,-1.617,0.151957625,32.0692128333,36.6987648329,0.0,0,0,0.0340909090909,0.0625,0.202247191011,0.0374639769452,0,0,0,1.0,0,0,0,nuc 
563,76.608,-2.421,0.223604875,33.5095091667,35.6190393214,0.0,0,0,0.0681818181818,0.0267857142857,0.119047619048,0.054844606947,0,0,0,1.0,0,0,0,nuc 
961,56.458,-1.609,0.2702578125,36.835631625,36.2962042432,0.0,1,0,0.0454545454545,0.0127388535032,0.30612244898,0.0419727177335,0,0,0,1.0,0,0,0,nuc 
486,42.748,-2.744,0.256835,34.0198431667,36.0009117702,0.0,0,0,0.0909090909091,0.117647058824,0.126315789474,0.0451612903226,0,0,0,0,0,0,8,nuc 
472,36.224,-2.504,0.3069335,35.5656967917,35.8227195672,0.0384615384615,0,0,0.125,0.0416666666667,0.148148148148,0.0598290598291,0,0,0,1.0,0,0,8,nuc 
295,44.668,-2.779,0.1836763125,38.4073104167,34.9954264829,0.0384615384615,0,0,0.0454545454545,0.0263157894737,0.147368421053,0.0652173913043,0,0,0,0,0,0,0,nuc 
532,37.31,-1.235,0.34272875,41.0444096667,38.2423725331,0.0384615384615,0,0,0.102272727273,0.0188679245283,0.191489361702,0.0567514677104,0,0,0,0,0,0,0,nuc 
692,65.71,-2.336,0.2730246875,34.59622775,35.9855026096,0.0,0,0,0.0568181818182,0.0408163265306,0.213483146067,0.0839469808542,0,0,0,0,0,0,0,nuc 
169,60.112,-1.602,0.3258204375,26.6827855,34.0855719398,0.0,0,0,0.0340909090909,0.0789473684211,0.258426966292,0.0331125827815,0,0,0,1.0,0,0,0,nuc 
650,94.36,-2.122,0.084606375,40.742965,37.5316789057,0.0,0,0,0.0172413793103,0.0512820512821,0.275510204082,0.0712025316456,0,0,1.0,1.0,0,0,2,nuc 
820,166.336,-2.223,0.072852,42.3617954167,40.2566434994,0.0,0,0,0,0.0392156862745,0.119047619048,0.0453431372549,0,0,1.0,1.0,0,0,2,nuc 
851,48.694,-2.168,0.1583394375,36.8709013333,40.1385724988,0.0,0,0,0.0340909090909,0.0263157894737,0.141304347826,0.0512514898689,0,0,1.0,1.0,0,0,0,nuc 
455,80.232,-3.151,0.1231765625,24.9989464167,38.0066111881,0.0,0,0,0.0681818181818,0.107142857143,0.114583333333,0.0714285714286,0,0,1.0,1.0,0,0,2,nuc 
599,89.622,-1.102,0.217935,43.8567111667,39.4017896225,0.0,0,0,0.0454545454545,0.0428571428571,0.105882352941,0.0533562822719,0,0,1.0,1.0,0,0,2,nuc 
881,146.148,-1.775,0.199293375,53.2803327917,40.8735126936,0.0,0,0,0.0113636363636,0.00900900900901,0.0967741935484,0.0426267281106,0,0,0,1.0,0,0,2,nuc 
547,67.646,-2.701,0.1940895,32.8150733333,39.2681457353,0.0,0,0,0.113636363636,0.0769230769231,0.121951219512,0.0409683426443,0,0,0,1.0,0,0,0,nuc 
479,42.18,-1.756,0.316940125,38.8756414167,37.4157653887,0.0,0,0,0.0568181818182,0.0,0.2,0.0404255319149,0,0,0,1.0,0,0,0,nuc 
489,26.952,-2.071,0.2131851875,33.6750335,36.3816879609,0.0,0,0,0.136363636364,0.0338983050847,0.0952380952381,0.0934182590234,0,0,1.0,0,0,0,2,nuc 
313,35.912,-1.966,0.0812706875,49.1122483333,40.0685547935,0.0,0,0,0.113636363636,0.0344827586207,0.102040816327,0.0639730639731,0,0,0,1.0,1.0,0,0,nuc 
513,141.01,-1.971,0.1947246875,44.0409175833,40.0058784569,0.0,0,0,0.0795454545455,0.0434782608696,0.178947368421,0.0833333333333,1,0,0,1.0,0,0,1,nuc 
468,103.822,-2.317,0.2236585,31.5249318333,40.0765961247,0.0,0,0,0.0454545454545,0.0724637681159,0.125,0.0410367170626,0,0,0,1.0,0,0,0,nuc 
1070,63.302,-2.272,0.257494875,42.6429875,37.0499115183,0.0,0,0,0.0340909090909,0.00555555555556,0.191489361702,0.0551330798479,0,0,1.0,1.0,0,0,8,nuc 
1015,56.294,-0.864,0.33215125,40.23078425,38.4232133913,0.0384615384615,2,0,0.147727272727,0.00840336134454,0.0987654320988,0.0514851485149,0,0,0,1.0,0,0,8,nuc 
844,83.542,-1.674,0.221224,36.5156219167,36.9827335815,0.0769230769231,0,0,0.113636363636,0.0263157894737,0.0860215053763,0.0786924939467,0,0,0,0,0,0,0,nuc 
1848,71.472,-2.079,0.221903,34.9221005833,38.0837879095,0.0,0,0,0.0795454545455,0.0123456790123,0.102040816327,0.0420765027322,0,0,0,1.0,1.0,0,0,nuc 
581,40.676,-2.475,0.22512475,26.3791089167,35.2598385657,0.0,1,0,0.0681818181818,0.0731707317073,0.118279569892,0.0729166666667,0,0,0,0,0,0,0,nuc 
600,38.584,-3.094,0.2516969375,25.1500138333,35.6297747337,0.0769230769231,0,0,0.125,0.0526315789474,0.108695652174,0.0758620689655,0,0,0,1.0,0,0,8,nuc 
469,39.992,-2.362,0.2370368125,36.6500930833,35.3332286803,0.0,0,0,0.0909090909091,0.02,0.149425287356,0.0754310344828,0,0,0,1.0,1.0,0,8,nuc 
466,78.968,-2.818,0.1863440625,30.8222708333,38.735353622,0.0,0,0,0.0795454545455,0.0833333333333,0.163265306122,0.0518358531317,0,0,0,1.0,1.0,0,0,nuc 
107,43.422,-1.496,0.1427046875,42.3032831667,38.07592225,0.0,0,0,0.0681818181818,0.117647058824,0.204301075269,0.0882352941176,0,0,0,1.0,1.0,0,8,nuc 
1469,71.084,-2.03,0.0565615,28.6099608333,37.167115324,0.0,0,0,0.0344827586207,0.0155642023346,0.292682926829,0.0514756348662,0,0,0,1.0,0,0,8,nuc 
123,43.034,-1.938,0.1568434375,28.6781115,33.165825875,0.0,0,0,0.0454545454545,0.3125,0.127659574468,0.051724137931,0,0,0,1.0,1.0,0,0,nuc 
2785,134.864,-1.339,0.260008625,37.7611155833,36.9664826157,0.0,0,0,0.0795454545455,0.00280898876404,0.0833333333333,0.0586541921555,0,0,0,0,0,0,0,nuc 
144,82.36,-2.149,0.1608321875,34.3733840833,42.0659296028,0.0,0,0,0.0795454545455,0.148148148148,0.148148148148,0.0375939849624,0,0,0,1.0,0,0,0,nuc 
330,61.894,-1.989,0.079687875,52.2770911667,40.132197055,0.0,0,0,0.0454545454545,0.027027027027,0.232558139535,0.0673076923077,0,0,0,1.0,1.0,0,0,nuc 
340,31.348,-2.381,0.2035638125,30.70575725,36.410359549,0.0,2,0,0.0568181818182,0.075,0.123595505618,0.0701219512195,0,0,0,1.0,0,0,0,nuc 
629,88.436,-3.626,0.2869781875,34.2019021667,38.8347790511,0.0,0,0,0.0454545454545,0.0172413793103,0.268041237113,0.0436893203883,0,0,0,1.0,1.0,0,8,nuc 
420,47.064,-2.711,0.2470525,36.9185295,37.8463557746,0.0,1,0,0.136363636364,0.0149253731343,0.0898876404494,0.0530120481928,1,0,1.0,0,0,0,0,nuc 
268,37.344,-1.965,0.1554221875,36.1368821667,36.0468806415,0.0,1,0,0.0795454545455,0.105263157895,0.411764705882,0.0503875968992,0,0,0,0,0,0,0,nuc 
700,30.164,-2.236,0.2687414375,33.04584725,34.989407132,0.0,0,0,0.113636363636,0.046875,0.1,0.0686131386861,0,0,0,1.0,0,0,0,nuc 
306,53.472,-2.657,0.092813875,26.3265015,42.0340722508,0.0,0,0,0.0681818181818,0.175,0.0967741935484,0.0268456375839,0,0,0,1.0,0,0,0,nuc 
2799,57.078,-2.727,0.244516375,34.5420875,36.2653175815,0.0,0,0,0.0909090909091,0.00806451612903,0.166666666667,0.0488155061019,1,0,0,1.0,0,0,0,nuc 
640,43.734,-2.541,0.159892375,35.6513778333,38.062246989,0.0,1,0,0.051724137931,0.025,0.13829787234,0.0496794871795,0,0,0,1.0,0,0,8,nuc 
397,39.088,-2.62,0.241755125,39.9968059167,37.3217169264,0.0769230769231,1,0,0.147727272727,0.05,0.106382978723,0.0522193211488,0,0,0,1.0,0,0,8,nuc 
546,65.196,-1.031,0.247049,44.2881069167,39.6818118122,0.0,0,0,0.0454545454545,0.0,0.173913043478,0.0333333333333,0,0,0,1.0,0,0,8,nuc 
199,36.572,-1.75,0.3125306875,37.430775375,34.4306294796,0.0,1,0,0.0681818181818,0.0,0.329896907216,0.0466321243523,0,0,0,1.0,0,0,8,nuc 
1322,59.694,-1.196,0.290907,38.86655825,36.8025998431,0.0769230769231,1,0,0.0795454545455,0.0315789473684,0.275510204082,0.0978013646702,0,0,0,0,0,0,0,nuc 
559,59.216,-2.396,0.122308875,43.7190320833,38.0012932698,0.0,1,0,0.136363636364,0.0229885057471,0.1375,0.0348623853211,0,0,0,1.0,0,0,8,nuc 
