@RELATION /share/usr/briese/Pythonscrips/models/multiloc_fungi_dbm_p+p_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE ER_signal5 numeric 
@ATTRIBUTE Peroxi_signal1 numeric 
@ATTRIBUTE Vacuole_signal21 numeric 
@ATTRIBUTE Vacuole_signal31 numeric 
@ATTRIBUTE Transmembrane_signal2 numeric 
@ATTRIBUTE Mip_signal12 numeric 
@ATTRIBUTE AutoCorrelatuion|d=2|1-20|hydrophob numeric 
@ATTRIBUTE maxAutoCorrelation|1-30|charge numeric 
@ATTRIBUTE letterCount|1-70|N|aminoacid numeric 
@ATTRIBUTE maxPaacountNormed|1-120|tyrosine|Y numeric 
@ATTRIBUTE maxPaacount|1-120|lysine|K numeric 
@ATTRIBUTE letterCount|1-120|M|aminoacid numeric 
@ATTRIBUTE letterCount|1-120|W|aminoacid numeric 
@ATTRIBUTE maxPaacountNormed|1-130|phenylalanine|F numeric 
@ATTRIBUTE maxPaacount|1-130|cysteine|C numeric 
@ATTRIBUTE Paacount|d=2|1-130|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacountNormed|-40--1|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacount|1-30|charge_negative|1 numeric 
@ATTRIBUTE minPaacount|1--1|structure_helix|1 numeric 
@ATTRIBUTE letterCount|1-20|1|size_small numeric 
@ATTRIBUTE maxPaacount|-100--1|aromatic_aromatic|0 numeric 
@ATTRIBUTE Paacount|d=3|-100--1|hydroxylated_hydroxy|1 numeric 
@ATTRIBUTE Paacount|d=2|1--1|aliphatic_helix_uncharged|1 numeric 
@ATTRIBUTE PS50041 numeric 
@ATTRIBUTE prosite_clust_SR numeric 
@ATTRIBUTE prosite_clust_mem numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE prosite_clust_mTP numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE response {cyt,ER,ex,gol,mTP,nuc,per,mem,vac,cyt_nuc,ex_mem,cyt_mem,cyt_mTP,nuc_mTP,ER_ex,ex_nuc} 
 
@DATA 
118,6,0.0,18000.0,7.132,4.644,-0.53,0.494420294118,37.33307216,4,0.00862068965517,0.0181818181818,3,1,0.000739644970414,0.0263157894737,0.139130434783,0.131578947368,0,0.010101010101,1,0.0227272727273,0.0729166666667,0.315789473684,0,1,0,0,0,0,ex 
116,6,0.0,9000.0,6.2,4.276,-0.945,0.430612352941,37.4793098929,1,0.0175438596491,0.0194174757282,3,0,0.00877192982456,0.0267857142857,0.132743362832,0.0789473684211,0.0384615384615,0.00909642207398,4,0.0333333333333,0.104166666667,0.3125,0,1,0,0,0,0,ex 
114,6,0.0,27000.0,7.159,3.377,-0.363,0.449890176471,33.932079037,4,0.00892857142857,0.0106382978723,3,0,0.000891265597148,0.0272727272727,0.108108108108,0.0526315789474,0.0434782608696,0.0073571024335,3,0.0238095238095,0.0729166666667,0.290909090909,0,1,0,0,0,0,ex 
338,54,0.0,108000.0,7.995,4.324,-0.131,0.531745470588,37.0729059259,4,0.00255102040816,0.00990099009901,2,0,0.015625,0.008,0.11811023622,0.0263157894737,0.0454545454545,0.0127843267475,6,0.0947368421053,0.03125,0.164670658683,0,0,0,0,0,0,ex 
173,18,0.0,36000.0,6.948,3.994,-1.015,0.440487411765,34.7467720435,2,0.00854700854701,0.0196078431373,1,0,0.0078125,0,0.0708661417323,0.00925925925926,0.0869565217391,0.0174291938998,2,0.0416666666667,0.0208333333333,0.224852071006,0,0,0,0,0,0,ex 
173,45,0.0,9000.0,5.579,4.263,-0.253,0.454232764706,35.4687003571,2,0,0.0267857142857,3,1,0.03125,0,0.0944881889764,0.0185185185185,0.0454545454545,0.0200831024931,5,0.037037037037,0.03125,0.242603550296,0,0,0,0,0,0,ex 
112,18,0.0,72000.0,7.551,4.583,-0.818,0.396580647059,38.5740566,6,0,0.00990099009901,3,5,0.00188679245283,0.0212765957447,0.183486238532,0.184210526316,0,0.0104106419896,6,0.0588235294118,0.0416666666667,0.361111111111,0,1,0,0,0,0,ex 
117,54,0.0,324000.0,6.944,4.551,-1.244,0.492085294118,32.4099620714,0,0,0.0178571428571,2,3,0.00223214285714,0,0.122807017544,0.0789473684211,0,0.0126050420168,6,0.0123456790123,0.09375,0.300884955752,0,0,0,0,0,0,ex 
101,27,0.0,18000.0,6.111,4.889,-0.824,0.543582117647,38.7900327273,1,0,0.010101010101,1,4,0.00153609831029,0,0.0918367346939,0.0789473684211,0,0.0119047619048,3,0.0344827586207,0.114583333333,0.278350515464,0,1,0,0,0,0,ex 
104,27,0.0,18000.0,6.432,4.088,-0.906,0.458892529412,38.266074,1,0,0.0114942528736,3,3,0,0.0112359550562,0.0693069306931,0.0789473684211,0,0.0114140773621,3,0.0240963855422,0.0729166666667,0.27,0,1,0,0,0,0,ex 
398,18,0.0,18000.0,6.245,3.912,-0.879,0.509207882353,33.4837683846,5,0,0.0288461538462,3,1,0.000770416024653,0,0.125984251969,0.315789473684,0.0357142857143,0.0118665363674,6,0.03125,0.104166666667,0.314720812183,0,0,0,0,0,0,ex 
120,0,0.0,27000.0,6.48,4.804,-0.739,0.511025117647,39.3861576,1,0,0.00980392156863,1,3,0.0010101010101,0,0.119658119658,0.0526315789474,0,0.0145602795574,6,0.0222222222222,0.114583333333,0.362068965517,0,1,0,0,0,0,ex 
104,27,0.0,18000.0,5.945,4.466,-0.667,0.502384588235,38.3585230909,2,0,0.00980392156863,1,5,0,0.00990099009901,0.108910891089,0.0526315789474,0,0.0114140773621,5,0.0337078651685,0.104166666667,0.28,0,1,0,0,0,0,ex 
306,45,0.0,18000.0,6.254,3.541,-0.952,0.407647529412,45.556802,2,0,0.0280373831776,0,2,0,0.018018018018,0.0944881889764,0.00446428571429,0.0714285714286,0.0100430416069,3,0.025,0.03125,0.251655629139,0,0,0,0,0,0,ex 
129,18,0.0,9000.0,6.035,4.077,-0.91,0.507829823529,32.1649365263,3,0.00854700854701,0.00990099009901,0,2,0.0157480314961,0.027027027027,0.150793650794,0.0405405405405,0,0.00611620795107,6,0.0352941176471,0.0625,0.384,0,1,0,0,0,0,ex 
344,18,0.0,864000.0,6.512,4.163,-1.86,0.439968117647,37.331814,2,0,0.0181818181818,3,3,0.00161290322581,0.018018018018,0.141732283465,0.0789473684211,0.0357142857143,0.00850678733032,4,0.020618556701,0.0729166666667,0.270588235294,0,1,0,0,0,0,ex 
209,36,0.25,9000.0,4.66,4.494,-0.52,0.510465823529,32.31651135,2,0.00574712643678,0.0192307692308,2,1,0.0234375,0,0.0866141732283,0.0526315789474,0.0434782608696,0.0139977603583,5,0.0425531914894,0.0208333333333,0.30243902439,0,0,0,0,0,0,ex 
231,18,0.0,144000.0,6.282,3.524,-1.384,0.450282352941,34.471942,1,0.00287356321839,0.00952380952381,2,1,0.00393700787402,0,0.11811023622,0.105263157895,0.0434782608696,0.00927318295739,3,0.0365853658537,0.0520833333333,0.299559471366,0,1,0,0,0,0,ex 
239,9,0.0,18000.0,6.671,2.839,-0.887,0.433829705882,37.2180632222,4,0.00574712643678,0.00943396226415,1,0,0.0078125,0,0.0551181102362,0.037037037037,0,0.0103814582327,5,0.0375,0.0520833333333,0.234042553191,0,0,0,0,0,0,ex 
255,45,0.0,288000.0,6.04,5.481,-0.366,0.561980588235,33.8303518261,2,0,0.0288461538462,4,6,0.000553097345133,0.0166666666667,0.102362204724,0.210526315789,0.0384615384615,0.0118203309693,7,0.0481927710843,0.104166666667,0.282868525896,0,0,0,0,0,0,ex 
2386,36,0.0,108000.0,6.161,3.796,-1.94,0.430220882353,39.6108796,2,0.00294985250737,0.01,2,1,0.000663129973475,0.0157480314961,0.0866141732283,0.0810810810811,0,0.00663180149104,5,0.0322580645161,0.0625,0.29261125105,0,1,1,0,0,0,ex 
312,9,0.0,18000.0,6.409,2.959,-0.48,0.406273235294,33.1122355294,2,0.00147492625369,0.0192307692308,3,1,0.00393700787402,0,0.102362204724,0.157894736842,0.0833333333333,0.0117561946102,4,0.0987654320988,0.0625,0.272727272727,0,1,0,0,0,0,ex 
194,9,0.0,18000.0,6.363,3.905,-0.885,0.435649235294,38.66363725,3,0.0042735042735,0.01,5,3,0,0.0173913043478,0.157480314961,0.0789473684211,0,0.0137292464879,4,0.0340909090909,0.0208333333333,0.326315789474,0,0,0,0,0,0,ex 
262,0,0.0,18000.0,6.864,3.638,-0.776,0.517887117647,31.99880848,3,0.000917431192661,0.00980392156863,1,1,0.0078125,0,0.0629921259843,0.0526315789474,0.037037037037,0.0123966942149,6,0.0243902439024,0.09375,0.31007751938,0,0,0,0,0,0,ex 
267,18,0.0,18000.0,6.927,4.364,-0.506,0.508850411765,32.8949643043,6,0,0,0,0,0,0,0.0944881889764,0.105263157895,0,0.0141206675225,7,0.025,0.0208333333333,0.357414448669,0,0,0,0,0,0,ex 
157,0,0.0,9000.0,7.261,4.211,-0.872,0.461955,37.4391034,6,0.00147492625369,0.0196078431373,3,4,0,0,0.157480314961,0.0789473684211,0,0.00851393188854,5,0.0697674418605,0.0520833333333,0.300653594771,0,0,1,0,0,0,ex 
609,18,0.0,18000.0,5.367,3.75,-0.597,0.410519058824,35.86657776,2,0.0010101010101,0.00961538461538,1,1,0.0078125,0.00877192982456,0.0708661417323,0.157894736842,0.0588235294118,0.0103831006087,4,0.025,0.0625,0.247933884298,0,1,0,0,0,0,ex 
1221,0,0.0,27000.0,6.856,4.573,-1.033,0.406127058824,33.4939463846,1,0.00847457627119,0,2,2,0.0026455026455,0.0338983050847,0.110236220472,0.131578947368,0,0.0080025904339,4,0.043956043956,0.0833333333333,0.303204601479,0,1,1,0,0,0,ex 
703,9,0.0,180000.0,7.005,5.485,-1.144,0.394009705882,40.7296324583,0,0,0.00925925925926,2,0,0,0.03125,0.102362204724,0.184210526316,0.037037037037,0.0084117919432,4,0.0487804878049,0.03125,0.286123032904,0,1,1,0,0,0,ex 
2351,36,0.0,18000.0,7.164,3.473,-0.667,0.509397941176,38.6854633636,1,0.00847457627119,0.00970873786408,3,2,0.00787401574803,0.00833333333333,0.157480314961,0.0789473684211,0,0.0112491529252,4,0.047619047619,0.104166666667,0.245845760545,0,0,1,0,0,0,ex 
625,36,0.0,18000.0,4.743,3.956,-1.429,0.417965352941,33.113496,0,0.00127551020408,0.00990099009901,1,1,0.00393700787402,0.00892857142857,0.102362204724,0.105263157895,0.047619047619,0.0101951899617,5,0.0326086956522,0.03125,0.302737520129,0,1,0,0,0,0,ex 
544,27,0.0,27000.0,6.734,4.38,-0.23,0.439334,33.554191,2,0.00847457627119,0.00980392156863,2,3,0.000770416024653,0.00909090909091,0.125984251969,0.0405405405405,0.0740740740741,0.014189393177,2,0.0444444444444,0.0520833333333,0.285185185185,0,0,0,0,0,0,ex 
544,9,0.0,18000.0,5.874,4.826,-1.175,0.532171352941,30.3128128571,3,0.00847457627119,0.017094017094,0,3,0.000621118012422,0.00909090909091,0.125984251969,0.0675675675676,0.0384615384615,0.0138874911945,5,0.047619047619,0.0416666666667,0.272222222222,0,0,0,0,0,0,ex 
172,9,0.0,36000.0,7.082,6.317,-1.151,0.539175647059,31.2384113571,1,0.00287356321839,0.0194174757282,11,1,0.00393700787402,0,0.125984251969,0.0526315789474,0.0952380952381,0.0111537120948,7,0.0421052631579,0.03125,0.303571428571,0,0,0,0,0,0,ex 
192,12,0.0,432000.0,8.406,7.368,-1.126,0.513715352941,37.4340308462,2,0,0.00892857142857,2,2,0,0.00819672131148,0.157480314961,0.105263157895,0,0.0101569713758,5,0.0208333333333,0.177083333333,0.303191489362,0,1,0,0,0,0,ex 
193,12,0.0,72000.0,7.588,7.264,-1.228,0.484056941176,34.50232024,3,0,0.00892857142857,1,5,0,0.008,0.149606299213,0.0526315789474,0,0.0125458996328,4,0.0215053763441,0.135416666667,0.31746031746,0,1,0,0,0,0,ex 
217,36,0.0,18000.0,7.425,4.04,-0.602,0.495402058824,39.529172,1,0.000725689404935,0.01,2,1,0.00393700787402,0.00884955752212,0.133858267717,0.0789473684211,0,0.00817822899041,7,0.0612244897959,0.104166666667,0.291079812207,0,1,0,0,0,0,ex 
221,12,0.0,9000.0,4.854,3.595,-0.8,0.489570647059,33.639348,1,0.0042735042735,0.0188679245283,5,1,0.00161290322581,0.00877192982456,0.125984251969,0.105263157895,0,0.00973684210526,4,0.0357142857143,0.0729166666667,0.345622119816,0,1,0,0,0,0,ex 
97,36,0.0,108000.0,7.69,5.425,-0.916,0.552603529412,34.8526568214,2,0,0.043956043956,1,2,0.000744601638124,0.0125,0.0957446808511,0.105263157895,0,0.0131578947368,2,0.0246913580247,0.161290322581,0.322580645161,0,1,0,0,0,0,ex 
96,27,0.0,72000.0,6.362,5.294,-0.663,0.463608705882,34.6086348889,1,0,0.047619047619,1,1,0.00129198966408,0.0126582278481,0.118279569892,0.131578947368,0,0.00631578947368,5,0.0253164556962,0.0978260869565,0.271739130435,0,1,0,0,0,0,ex 
1142,36,0.0,36000.0,7.219,6.115,-1.364,0.217742705882,41.5094961538,3,0.000725689404935,0.0272727272727,12,1,0.0078125,0,0.102362204724,0.0789473684211,0,0.0094370627729,6,0.0240963855422,0.125,0.15553602812,0,0,0,0,0,0,ex 
222,18,0.0,54000.0,7.362,4.474,-0.739,0.529619647059,36.0000563158,0,0,0.00970873786408,2,1,0.00161290322581,0.018018018018,0.0866141732283,0.131578947368,0.0416666666667,0.00864100549882,2,0.0568181818182,0.104166666667,0.311926605505,1,0,0,0,0,0,ex 
730,16,0.0,216000.0,5.635,39.88,-0.89,0.478765705882,40.6980368462,0,0,0.0172413793103,0,0,0.00161290322581,0,0.0551181102362,0.0526315789474,0,0.0225669957687,4,0.0121951219512,0.03125,0.612947658402,0,1,0,0,0,0,ex 
747,16,0.0,216000.0,6.293,40.755,-0.138,0.411907588235,38.1698258,0,0,0.00869565217391,0,0,0.015625,0,0.0866141732283,0.027027027027,0,0.02247353922,4,0.0125,0.0520833333333,0.612382234186,0,0,0,0,0,0,ex 
117,0,0.0,9000.0,7.989,5.937,-0.134,0.571041411765,34.2937021,1,0,0.0454545454545,2,0,0.00151515151515,0.019801980198,0.166666666667,0.184210526316,0,0.008,5,0,0.0416666666667,0.424778761062,0,1,0,0,0,0,ex 
102,12,0.0,27000.0,5.817,3.964,-0.363,0.505502823529,37.4563311111,4,0.00505050505051,0.0105263157895,1,0,0.0010101010101,0.0119047619048,0.131313131313,0.105263157895,0.04,0.0141743444366,4,0.0344827586207,0.15625,0.30612244898,0,0,0,0,0,0,ex 
269,9,0.0,36000.0,6.292,2.962,-0.384,0.377381588235,35.4055747692,3,0.00127551020408,0.00952380952381,3,5,0,0.00884955752212,0.110236220472,0.105263157895,0,0.008255243195,5,0.030612244898,0.0520833333333,0.358490566038,0,0,0,0,0,0,ex 
266,0,0.0,9000.0,6.041,3.516,-1.318,0.373704294118,36.1510569091,3,0.00127551020408,0,3,4,0.0026455026455,0.00884955752212,0.0944881889764,0.105263157895,0.0384615384615,0.00858175248419,4,0.0357142857143,0.114583333333,0.343511450382,0,0,0,0,0,0,ex 
178,36,0.0,27000.0,6.669,3.931,-0.356,0.486635117647,33.9073403846,1,0.00847457627119,0.0183486238532,3,2,0.0078125,0,0.125984251969,0.0789473684211,0.0526315789474,0.0113979215555,3,0.0357142857143,0.0729166666667,0.333333333333,0,1,0,0,0,0,ex 
559,27,0.0,18000.0,6.948,3.066,-0.134,0.403732764706,35.6505225926,0,0,0.00952380952381,1,1,0.000621118012422,0,0.0551181102362,0.0263157894737,0.0454545454545,0.00999793856937,3,0.0125,0.03125,0.212612612613,0,0,0,0,0,0,ex 
687,18,0.0,9000.0,7.563,6.192,-0.636,0.562244176471,35.5089358519,4,0,0.00980392156863,0,2,0,0,0.0787401574803,0,0.037037037037,0.00703334913861,5,0,0.260416666667,0.125915080527,0,0,0,0,0,0,ex 
224,45,0.0,18000.0,6.933,5.179,-0.753,0.485320058824,34.3385886923,3,0,0.00952380952381,2,1,0.000840336134454,0.0325203252033,0.0708661417323,0.105263157895,0,0.0116670987814,5,0.0204081632653,0.0833333333333,0.240909090909,0,0,0,0,0,0,ex 
625,18,0.0,18000.0,6.936,4.141,-1.244,0.332445764706,32.2103233333,0,0.0042735042735,0,3,1,0.00529100529101,0.00884955752212,0.133858267717,0.105263157895,0,0.0135064482398,9,0.0235294117647,0.0625,0.325281803543,0,0,0,0,0,0,ex 
94,9,0.0,18000.0,6.047,3.89,-1.217,0.487395882353,34.22546192,1,0.00227272727273,0.0114942528736,1,2,0,0.0240963855422,0.131868131868,0.105263157895,0.047619047619,0.00975975975976,2,0.0266666666667,0.0777777777778,0.422222222222,0,1,0,0,0,0,ex 
67,27,0.0,27000.0,8.844,6.388,-1.036,0.687029,36.9607719,1,0.0153846153846,0.0416666666667,0,0,0.0078125,0.0338983050847,0.171875,0.0789473684211,0,0.012585812357,4,0.0408163265306,0.126984126984,0.428571428571,0,0,0,0,0,0,ex 
130,18,0.0,18000.0,6.301,4.871,-0.983,0.500561058824,34.6587354286,6,0,0.0185185185185,7,3,0.000663129973475,0.00869565217391,0.125984251969,0.105263157895,0,0.00965717044906,7,0.0232558139535,0.0208333333333,0.31746031746,0,0,0,0,0,0,ex 
141,18,0.0,432000.0,7.146,3.847,-0.803,0.508831588235,32.7241786087,2,0.00847457627119,0.01,0,2,0.0078125,0.00869565217391,0.125984251969,0.0675675675676,0.0714285714286,0.00918273645546,5,0.0510204081633,0.114583333333,0.299270072993,0,0,0,0,0,0,ex 
83,18,0.0,36000.0,7.136,4.578,-0.758,0.516850294118,33.8525236,4,0.00111482720178,0.0547945205479,1,0,0.00320512820513,0.0285714285714,0.1875,0.0789473684211,0,0.0144230769231,9,0.0422535211268,0.0759493670886,0.417721518987,0,1,0,0,0,0,ex 
81,9,0.0,36000.0,7.287,4.783,-0.758,0.538170294118,33.4582107692,2,0.00131752305665,0.0327868852459,2,0,0.00102564102564,0.031746031746,0.192307692308,0.236842105263,0,0.0109126984127,9,0.0294117647059,0.103896103896,0.454545454545,0,1,0,0,0,0,ex 
77,18,0.0,9000.0,5.759,4.484,-0.408,0.512754117647,35.2796450909,4,0,0.016393442623,0,0,0,0.0555555555556,0.108108108108,0.105263157895,0.0384615384615,0.00507099391481,7,0.0138888888889,0.041095890411,0.287671232877,0,0,0,0,0,0,ex 
263,18,0.0,27000.0,6.962,3.981,-0.75,0.496858705882,34.4287877143,1,0,0.0258620689655,0,5,0.00393700787402,0.00884955752212,0.157480314961,0.131578947368,0,0.0102218355807,4,0.0116279069767,0.09375,0.370656370656,0,0,0,0,0,0,ex 
263,9,0.0,9000.0,5.74,3.599,-1.888,0.241204882353,41.4002785455,3,0.000680272108844,0,1,3,0.00393700787402,0.00884955752212,0.102362204724,0.0789473684211,0.037037037037,0.0115267507612,6,0.0116279069767,0.0729166666667,0.355212355212,0,0,0,0,0,0,ex 
176,18,0.0,9000.0,6.694,5.185,-1.303,0.593241588235,36.1378887273,6,0.00112612612613,0.0560747663551,1,2,0.0026455026455,0.0265486725664,0.110236220472,0.0263157894737,0.0357142857143,0.0110398860399,8,0.0125,0.0729166666667,0.209302325581,0,0,0,0,0,0,ex 
207,18,0.0,54000.0,7.118,3.363,-1.969,0.398159941176,35.7346926087,0,0,0.00990099009901,2,3,0,0.00840336134454,0.110236220472,0.105263157895,0,0.0131414267835,3,0.031914893617,0.104166666667,0.310344827586,0,1,0,0,0,0,ex 
208,27,0.0,72000.0,6.671,4.976,-1.531,0.349439823529,42.7801796,0,0,0.00990099009901,2,2,0,0.00909090909091,0.110236220472,0.0526315789474,0,0.0121158392435,0,0.0240963855422,0.135416666667,0.313725490196,0,1,0,0,0,0,ex 
141,24,0.0,27000.0,6.962,3.791,-1.344,0.481754117647,38.3767908182,4,0.00847457627119,0.00952380952381,2,2,0.00393700787402,0.00826446280992,0.102362204724,0.0526315789474,0,0.00626808100289,5,0.0348837209302,0.0416666666667,0.335766423358,0,1,0,0,0,0,ex 
143,18,0.0,144000.0,6.326,3.126,-1.187,0.409185882353,37.865144,4,0,0.00990099009901,4,2,0.00529100529101,0.00826446280992,0.0629921259843,0.157894736842,0,0.00952380952381,7,0.05,0.114583333333,0.280575539568,0,1,0,0,0,0,ex 
144,18,0.0,144000.0,6.292,3.03,-1.053,0.414555352941,35.9534478,3,0,0.0185185185185,4,2,0.0026455026455,0.00826446280992,0.0787401574803,0.157894736842,0,0.00658823529412,4,0.0375,0.125,0.271428571429,0,1,0,0,0,0,ex 
238,27,0.0,9000.0,7.172,3.858,-1.388,0.438704882353,37.2038574,2,0,0.00990099009901,0,3,0.00787401574803,0,0.149606299213,0.0526315789474,0.0357142857143,0.00993822186409,1,0.0493827160494,0.03125,0.307692307692,0,1,0,0,0,0,ex 
225,27,0.0,18000.0,6.212,3.464,-1.268,0.409097588235,38.275033,3,0.0042735042735,0.0169491525424,3,3,0.00406504065041,0,0.157480314961,0.0526315789474,0,0.0108695652174,5,0.037037037037,0.0833333333333,0.334841628959,0,1,0,0,0,0,ex 
225,27,0.0,27000.0,6.735,3.813,-0.719,0.445206588235,39.335098125,1,0.000680272108844,0.0254237288136,3,3,0.00406504065041,0,0.173228346457,0.105263157895,0.0357142857143,0.010027100271,2,0.0348837209302,0.0520833333333,0.361990950226,0,1,0,0,0,0,ex 
224,27,0.0,18000.0,6.603,2.889,-1.385,0.399789470588,38.0179454,0,0.00175438596491,0.00990099009901,1,2,0.00393700787402,0,0.157480314961,0.0789473684211,0,0.00953159041394,4,0.037037037037,0.0833333333333,0.359090909091,0,1,0,0,0,0,ex 
242,18,0.0,36000.0,6.283,4.814,-1.262,0.518214352941,31.9980643333,1,0.000606796116505,0.0185185185185,2,1,0.00322580645161,0.00862068965517,0.133858267717,0.105263157895,0.0384615384615,0.0113426536534,5,0.0454545454545,0.03125,0.348739495798,0,1,0,0,0,0,ex 
121,36,0.0,18000.0,6.129,3.881,-0.113,0.466104941176,35.2428812,5,0.00287356321839,0.0178571428571,2,3,0.00431034482759,0.0431034482759,0.127118644068,0.0526315789474,0.05,0.00578947368421,4,0.0333333333333,0.0625,0.299145299145,0,0,0,0,0,0,ex 
162,27,0.0,18000.0,6.295,3.194,-0.934,0.53743,33.96571675,5,0.00147492625369,0.00990099009901,2,1,0.000770416024653,0,0.0787401574803,0.131578947368,0.0416666666667,0.0109546165884,8,0.0125,0.177083333333,0.227848101266,0,1,0,0,0,0,ex 
410,24,0.0,108000.0,7.832,4.959,-0.794,0.476791764706,33.7798856429,2,0,0,4,0,0.0078125,0,0.0944881889764,0.210526315789,0.0357142857143,0.0128205128205,3,0.0217391304348,0.0729166666667,0.325123152709,0,0,0,0,0,0,ex 
154,18,0.0,144000.0,7.794,4.959,-0.937,0.557528529412,37.066958,3,0,0,2,2,0.00393700787402,0.00862068965517,0.0708661417323,0.0789473684211,0,0.0149253731343,3,0.0117647058824,0.177083333333,0.22,0,0,0,0,0,0,ex 
112,27,0.0,18000.0,7.212,6.026,-0.773,0.553011588235,35.58679532,3,0.00909090909091,0.010752688172,2,0,0,0.020202020202,0.137614678899,0.0789473684211,0.0357142857143,0.00925390399075,8,0.0123456790123,0.09375,0.416666666667,0,1,0,0,0,0,ex 
111,27,0.0,18000.0,7.448,5.059,-0.994,0.511219529412,36.5516186,4,0.00917431192661,0.0108695652174,0,0,0,0.0204081632653,0.101851851852,0.0789473684211,0.05,0.00921985815603,6,0.0105263157895,0.09375,0.383177570093,0,1,0,0,0,0,ex 
112,18,0.0,36000.0,7.373,5.102,-0.994,0.509703647059,35.2462466,4,0.00909090909091,0.0215053763441,0,0,0,0.020202020202,0.128440366972,0.0526315789474,0.0526315789474,0.00948766603416,8,0.0210526315789,0.125,0.388888888889,0,1,0,0,0,0,ex 
112,18,0.0,36000.0,7.239,5.886,-1.006,0.563240823529,37.11078388,5,0.00909090909091,0.0102040816327,2,0,0,0.020202020202,0.137614678899,0.0526315789474,0,0.0119680851064,3,0.0210526315789,0.104166666667,0.388888888889,0,1,0,0,0,0,ex 
195,0,0.0,27000.0,6.197,5.265,-0.709,0.512974705882,35.2015277857,1,0.000725689404935,0.00990099009901,0,0,0.00793650793651,0.00877192982456,0.102362204724,0.157894736842,0,0.00665456745312,5,0.0515463917526,0.0625,0.30890052356,0,0,0,0,0,0,ex 
195,0,0.0,36000.0,6.643,2.832,-0.709,0.457739764706,35.1150809643,1,0.000725689404935,0.00877192982456,0,0,0.00793650793651,0.00877192982456,0.0787401574803,0.131578947368,0,0.00902406417112,4,0.0493827160494,0.0833333333333,0.34554973822,0,0,0,0,0,0,ex 
112,27,0.0,36000.0,7.914,5.899,-0.994,0.577944823529,36.693938,2,0.00909090909091,0.0215053763441,0,0,0,0.020202020202,0.137614678899,0.0526315789474,0.0526315789474,0.0106382978723,7,0.0210526315789,0.104166666667,0.37962962963,0,1,0,0,0,0,ex 
202,27,0.0,108000.0,5.956,3.821,-1.256,0.421385352941,43.4127945926,1,0,0.00980392156863,1,2,0.00161290322581,0,0.102362204724,0.0789473684211,0,0.0125036347776,5,0.0470588235294,0.104166666667,0.363636363636,0,1,0,0,0,0,ex 
760,36,0.0,36000.0,6.968,5.981,-1.713,0.569018941176,33.4310344643,5,0.00255102040816,0.00869565217391,1,3,0.00271002710027,0.00862068965517,0.102362204724,0.131578947368,0,0.0120870870871,2,0.0434782608696,0.125,0.275132275132,0,0,0,0,0,0,ex 
752,30,0.0,27000.0,7.508,5.559,-1.401,0.594079176471,32.0004749286,2,0.00255102040816,0.00970873786408,1,2,0.002,0.00877192982456,0.11811023622,0.105263157895,0,0.0122950819672,5,0.0337078651685,0.125,0.284759358289,0,0,0,0,0,0,ex 
466,18,0.0,36000.0,7.318,4.088,-0.937,0.472526058824,34.6080121923,1,0,0.01,3,0,0.00103305785124,0,0.0866141732283,0.037037037037,0,0.00847035376183,3,0.0123456790123,0.125,0.132034632035,0,1,0,0,0,0,ex 
457,18,0.0,36000.0,6.768,3.863,-0.937,0.458355470588,34.4548489615,2,0,0.02,3,0,0,0,0.0787401574803,0.037037037037,0,0.00917431192661,5,0.0123456790123,0.125,0.156732891832,0,1,0,0,0,0,ex 
449,36,0.0,36000.0,7.261,4.356,-0.937,0.492981470588,34.6441132692,2,0,0.027027027027,3,0,0,0,0.0866141732283,0.037037037037,0,0.00971470732907,4,0.0123456790123,0.15625,0.141573033708,0,1,0,0,0,0,ex 
447,18,0.0,81000.0,6.276,4.071,-0.735,0.507898352941,28.2695322727,5,0,0.039603960396,4,2,0,0.0165289256198,0.0866141732283,0.0789473684211,0.0909090909091,0.0112428959723,6,0.0123456790123,0.125,0.187358916479,0,1,0,0,0,0,ex 
449,30,0.0,81000.0,6.386,3.923,-1.396,0.473761352941,30.364618,6,0,0.039603960396,4,2,0,0.0165289256198,0.0629921259843,0.0540540540541,0.0909090909091,0.011436301033,4,0.0240963855422,0.104166666667,0.179775280899,0,1,0,0,0,0,ex 
445,24,0.0,216000.0,5.423,3.755,-0.869,0.456427470588,33.6687106154,4,0,0.037037037037,4,2,0,0.0165289256198,0.0629921259843,0.0789473684211,0.0909090909091,0.0100546176763,6,0.0240963855422,0.125,0.181405895692,0,1,0,0,0,0,ex 
321,36,0.0,108000.0,6.442,4.063,-1.856,0.450033176471,30.2482008421,0,0,0.00892857142857,4,0,0,0.00806451612903,0.0708661417323,0.105263157895,0.0454545454545,0.0133333333333,3,0.0235294117647,0.09375,0.223974763407,1,0,0,0,0,0,ex 
142,27,0.0,9000.0,6.335,4.617,-0.68,0.489724058824,39.405609,1,0.00287356321839,0.00909090909091,4,0,0.000663129973475,0.0176991150442,0.0551181102362,0.184210526316,0,0.0121792083515,5,0.037037037037,0.135416666667,0.289855072464,0,1,0,0,0,0,ex 
