@RELATION /share/usr/briese/Pythonscrips/models/multiloc_animals_p+p_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE Mono_NLS_signal26 numeric 
@ATTRIBUTE ER_signal5 numeric 
@ATTRIBUTE Peroxi_signal3 numeric 
@ATTRIBUTE Vacuole_signal31 numeric 
@ATTRIBUTE Golgi_signal4 numeric 
@ATTRIBUTE Transmembrane_signal2 numeric 
@ATTRIBUTE AutoCorrelatuion|d=1|1-20|hydrophob numeric 
@ATTRIBUTE AutoCorrelatuion|d=6|1-70|hydrophob numeric 
@ATTRIBUTE property_sum|1-30|charge numeric 
@ATTRIBUTE AutoCorrelatuion|d=2|1--1|charge numeric 
@ATTRIBUTE letterCount|1-20|K|aminoacid numeric 
@ATTRIBUTE maxPaacount|1-30|asparagine|N numeric 
@ATTRIBUTE maxPaacountNormed|1-50|leucine|L numeric 
@ATTRIBUTE letterCount|1-90|W|aminoacid numeric 
@ATTRIBUTE maxPaacount|1-170|cysteine|C numeric 
@ATTRIBUTE Paacount|d=2|1-50|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacount|-40--1|hydrophob_very|2 numeric 
@ATTRIBUTE Paacount|d=2|1--1|hydrophob_very|2 numeric 
@ATTRIBUTE letterCount|1-20|1|charged numeric 
@ATTRIBUTE Paacount|d=2|1--1|charge_none|0 numeric 
@ATTRIBUTE Paacount|d=6|1--1|size_small|1 numeric 
@ATTRIBUTE maxPaacount|1--1|aromatic_none|1 numeric 
@ATTRIBUTE maxPaacountNormed|1--1|hydroxylated_hydroxy|1 numeric 
@ATTRIBUTE minPaacount|50--20|aliphatic_helix_uncharged|1 numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE prosite_clust_SR numeric 
@ATTRIBUTE prosite_clust_mTP numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE prosite_clust_mem numeric 
@ATTRIBUTE response {cyt,ER,ex,gol,lys,mTP,nuc,per,mem} 
 
@DATA 
1830,69.118,36,0,5.743,13,4.51,0.219195833333,0.282217650794,184.636,36.5832418105,2,0,0.0106382978723,2,0,0.0851063829787,0.114285714286,0.0936473165389,2,0.510952902519,0.0768386388584,0.775938189845,0.0886699507389,0.0142084101696,1,0,0,0,0,cyt 
2027,59.326,27,0,5.265,11,4.354,0.2589545,0.300548142857,168.296,36.8038335467,1,0,0.0106382978723,2,0,0.127659574468,0.0714285714286,0.0968858131488,3,0.521502718735,0.059930658742,0.75790513834,0.126482213439,0.0134430503503,1,0,0,0,0,cyt 
1966,63.366,27,1,6.113,11,4.74,0.276914388889,0.322593285714,173.959,36.9996425194,1,0,0.0106382978723,2,0,0.106382978723,0.0434782608696,0.0942915392457,2,0.526503567788,0.0623084780388,0.77772073922,0.132450331126,0.0130667638729,1,0,0,0,0,cyt 
117,25.224,18,0,6.531,13,2.597,0.2074705,0.280353507937,172.577,36.3603875133,0,0.0588235294118,0.0208333333333,0,0,0.106382978723,0.318181818182,0.12389380531,3,0.575221238938,0.100917431193,0.865979381443,0.0877192982456,0.0134099616858,1,0,0,0,0,cyt 
737,30.768,9,0,5.907,13,4.248,0.257311388889,0.322976015873,165.668,35.5838527613,0,0,0.0416666666667,1,0,0.106382978723,0.142857142857,0.0723055934516,3,0.551159618008,0.0617283950617,0.776243093923,0.103542234332,0.0151884340481,0,0,0,0,0,cyt 
570,37.212,9,0,6.62,13,3.03,0.231646166667,0.272037984127,186.782,36.3081728728,3,0.0909090909091,0.0208333333333,0,0.00595238095238,0.0425531914894,0.111111111111,0.0671378091873,1,0.56890459364,0.104982206406,0.821238938053,0.0687830687831,0.0168508589561,0,0,0,0,0,cyt 
1025,45.04,9,0,5.915,13,5.551,0.273519333333,0.172810444444,171.888,36.1779707963,1,0,0.0106382978723,1,0.0181818181818,0.0212765957447,0.277777777778,0.0979431929481,3,0.600391772772,0.0855457227139,0.836815920398,0.0704500978474,0.017094017094,0,0,0,0,0,cyt 
652,37.64,45,0,5.389,10,2.791,0.264669611111,0.260912603175,164.753,33.6648853673,0,0,0.0212765957447,2,0.0059880239521,0.0851063829787,0.111111111111,0.0401234567901,2,0.49537037037,0.100931677019,0.853620955316,0.118644067797,0.00853722019781,1,0,0,0,0,cyt 
649,41.696,54,0,4.921,11,2.7,0.235442166667,0.211428111111,166.926,33.2670403783,0,0,0.0212765957447,2,0.0059880239521,0.0851063829787,0.136363636364,0.0341085271318,3,0.486821705426,0.102964118565,0.870109546166,0.109907120743,0.0101503759398,1,0,0,0,0,cyt 
367,27.552,45,0,6.167,12,3.274,0.167764444444,0.217495857143,181.666,38.234722686,2,0,0.0208333333333,0,0,0.0212765957447,0.142857142857,0.0964187327824,3,0.506887052342,0.0863509749304,0.827195467422,0.0686813186813,0.0163281561131,1,0,0,0,0,cyt 
364,25.996,36,1,5.19,12,5.05,0.141136333333,0.197267968254,177.976,37.8308255028,3,0,0.0416666666667,0,0,0.0212765957447,0.115384615385,0.111111111111,4,0.525,0.064606741573,0.819241982507,0.0747922437673,0.0175120772947,1,0,0,0,0,cyt 
623,83.974,18,0,4.568,13,3.652,0.165165055556,0.243173952381,168.343,35.8937731922,1,0,0.0106382978723,1,0.00621118012422,0.106382978723,0.030303030303,0.0678513731826,6,0.604200323102,0.0975609756098,0.840390879479,0.0790322580645,0.011925882121,1,0,0,0,0,cyt 
743,48.424,27,0,6.136,12,5.52,0.175901277778,0.222190333333,181.471,36.791733406,1,0,0.00833333333333,1,0.00625,0.0851063829787,0.136363636364,0.0649526387009,3,0.538565629229,0.0897959183673,0.830110497238,0.132432432432,0.0115081281185,0,0,0,0,0,cyt 
627,58.686,36,0,5.459,13,3.165,0.192087611111,0.232725333333,181.162,37.494167199,3,0.1,0.00555555555556,1,0.00625,0.148936170213,0.0909090909091,0.0706260032103,3,0.516853932584,0.0743134087237,0.817434210526,0.11858974359,0.012091503268,0,0,0,0,0,cyt 
381,26.556,18,0,4.352,13,3.809,0.287758055556,0.276181253968,168.897,34.6490011989,1,0,0.0416666666667,1,0.00621118012422,0.148936170213,0.125,0.111405835544,2,0.599469496021,0.088471849866,0.827027027027,0.142857142857,0.0149603460707,1,0,0,0,0,cyt 
320,46.054,36,0,4.21,14,4.154,0.223897111111,0.23363015873,206.846,35.7706067848,1,0.05,0.0208333333333,1,0,0.0425531914894,0.107142857143,0.0822784810127,0,0.626582278481,0.0737179487179,0.79421221865,0.160883280757,0.0127591706539,0,0,0,0,0,cyt 
384,52.508,27,0,4.237,13,4.719,0.257000555556,0.284012857143,196.752,37.2862026289,0,0,0.0833333333333,1,0.00666666666667,0.148936170213,0.037037037037,0.0894736842105,2,0.621052631579,0.0744680851064,0.847184986595,0.191601049869,0.0139161462979,1,0,0,0,0,cyt 
736,65.794,18,0,4.466,12,7.974,0.254762277778,0.251411015873,166.331,36.5875210533,1,0,0.00340136054422,1,0,0.063829787234,0.137931034483,0.0573770491803,1,0.599726775956,0.101648351648,0.834710743802,0.171896316508,0.0106564711625,1,0,0,0,0,cyt 
738,54.046,27,0,5.557,14,3.789,0.270689444444,0.279107571429,171.422,37.9694137602,0,0,0,2,0,0.063829787234,0.2,0.074931880109,0,0.628065395095,0.072602739726,0.79334257975,0.131972789116,0.0105425350742,1,0,0,0,0,cyt 
4568,62.816,18,0,6.035,13,3.584,0.2260405,0.247776396825,163.67,36.4022370191,1,0.05,0.00555555555556,0,0,0.0851063829787,0.230769230769,0.0841367221735,3,0.517747589833,0.0760964912281,0.811965811966,0.0917853231106,0.014429912692,0,0,0,0,0,cyt 
4639,68.704,18,0,5.53,14,4.517,0.202394055556,0.244498253968,155.669,36.5477097225,0,0.0714285714286,0.0208333333333,0,0,0.0851063829787,0.135135135135,0.0873786407767,4,0.514347357066,0.0807600950119,0.812257229176,0.094262295082,0.0142047426258,0,0,0,0,0,cyt 
4594,79.502,27,0,5.661,14,4.842,0.187231166667,0.229241190476,175.809,36.7299757359,2,0,0.0077519379845,0,0,0.0212765957447,0.216216216216,0.0877995642702,4,0.509368191721,0.0752289576973,0.808019176291,0.0906120670878,0.0144050470238,0,0,0,0,0,cyt 
89,37.424,27,0,0,12,4.668,0.141482055556,0.199657968254,160.348,35.8630185176,2,0,0,1,0,0.0212765957447,0.2,0.0941176470588,5,0.447058823529,0.0493827160494,0.710144927536,0.0348837209302,-1,1,0,0,0,0,cyt 
870,39.208,36,0,4.9,12,4.907,0.269853666667,0.287632396825,168.649,37.4623647448,1,0.0555555555556,0.0106382978723,0,0,0.0851063829787,0.0967741935484,0.0762124711316,3,0.515011547344,0.092807424594,0.845086705202,0.121107266436,0.0125345373677,1,0,0,0,0,cyt 
1224,36.928,0,0,6.371,13,4.135,0.106019,0.217012222222,198.946,37.013741041,0,0,0,1,0,0.0425531914894,0.0952380952381,0.0631147540984,0,0.458196721311,0.0476973684211,0.900826446281,0.0982800982801,0.0115001159286,1,0,0,0,0,cyt 
1278,36.048,27,0,5.067,12,3.945,0.155041888889,0.250634650794,197.928,36.7099703736,1,0,0,1,0,0.0425531914894,0.192307692308,0.0580847723705,0,0.46546310832,0.0574803149606,0.9,0.113725490196,0.0117303350892,1,0,0,0,0,cyt 
528,48.452,27,0,5.267,11,6.049,0.150182222222,0.202261063492,175.925,39.1772139809,0,0.037037037037,0.00392156862745,0,0,0.063829787234,0.136363636364,0.0801526717557,1,0.526717557252,0.0865384615385,0.799618320611,0.110476190476,0.0145066538784,0,0,0,0,0,cyt 
1411,49.036,27,0,3.567,12,1.553,0.157081222222,0.209951365079,184.443,35.4049559204,0,0,0.00204081632653,0,0.00602409638554,0.0425531914894,0.166666666667,0.0355366027008,1,0.408670931059,0.0384889522452,0.922912205567,0.0539772727273,0.00768373278127,1,0,0,1,0,cyt 
462,40.612,36,0,5.262,16,2.815,0.228290611111,0.216833634921,184.272,37.3846582642,3,0,0,2,0,0.063829787234,0.1,0.089519650655,2,0.524017467249,0.0991189427313,0.833707865169,0.0566448801743,0.0169324114576,0,0,0,0,0,cyt 
463,40.052,27,0,6.121,14,3.09,0.268419166667,0.264456428571,180.703,38.6061983922,2,0,0.00225225225225,2,0,0.063829787234,0.114285714286,0.106753812636,2,0.562091503268,0.0879120879121,0.805739514349,0.0760869565217,0.0161835068956,0,0,0,0,0,cyt 
857,51.054,54,0,5.711,13,3.952,0.167545666667,0.20113147619,181.813,36.7392877093,2,0.0384615384615,0.00555555555556,0,0.00609756097561,0.063829787234,0.103448275862,0.0902696365768,2,0.519343493552,0.0812720848057,0.829787234043,0.0655737704918,0.0164716081491,0,0,0,0,0,cyt 
452,35.352,36,0,7.123,14,7.617,0.0996723333333,0.231559809524,192.925,36.6237065223,0,0.037037037037,0.00387596899225,1,0,0.0,0.190476190476,0.104910714286,2,0.604910714286,0.0990990990991,0.75615212528,0.102449888641,0.0169638973467,0,0,0,0,0,cyt 
720,27.416,9,0,5.414,12,3.289,0.274666388889,0.246171222222,174.207,35.9200412388,1,0,0.0208333333333,2,0,0.106382978723,0.166666666667,0.0991620111732,2,0.519553072626,0.0519662921348,0.826330532213,0.108786610879,0.0143464842773,1,0,0,0,0,cyt 
981,46.984,27,0,4.881,11,5.396,0.213129,0.19230252381,163.17,36.049020042,0,0,0.0111111111111,0,0,0.0212765957447,0.0740740740741,0.0870010235415,4,0.522006141249,0.0904419321686,0.80749219563,0.0889570552147,0.0131578947368,0,0,0,0,0,cyt 
589,41.62,18,0,5.378,14,3.276,0.130038388889,0.259782301587,183.626,36.2201121504,1,0.0555555555556,0.0416666666667,0,0.00641025641026,0.106382978723,0.260869565217,0.0905982905983,1,0.558974358974,0.0826161790017,0.781034482759,0.10409556314,0.0158947368421,1,0,0,0,0,cyt 
433,35.484,18,0,6.264,13,3.078,0.156960055556,0.24229331746,178.767,36.5656814545,1,0,0.0106382978723,0,0,0.0851063829787,0.1,0.0862470862471,3,0.517482517483,0.0894117647059,0.846889952153,0.0651162790698,0.0170692431562,1,0,0,0,0,cyt 
433,31.46,18,0,5.991,14,3.196,0.196763277778,0.25299,176.384,35.9538098648,2,0,0.0212765957447,0,0,0.0851063829787,0.107142857143,0.0839160839161,1,0.529137529138,0.0847058823529,0.837320574163,0.0418604651163,0.0162640901771,1,0,0,0,0,cyt 
431,30.268,18,0,5.23,13,2.71,0.1930165,0.274947571429,181.724,35.4950524215,1,0,0.0106382978723,0,0,0.063829787234,0.142857142857,0.0866510538642,1,0.559718969555,0.0851063829787,0.856801909308,0.0630841121495,0.015873015873,1,0,0,0,0,cyt 
433,27.96,9,0,6.173,13,4.261,0.234440777778,0.247318444444,178.883,35.8388778951,1,0,0.00387596899225,0,0.00609756097561,0.063829787234,0.0952380952381,0.0909090909091,2,0.531468531469,0.0941176470588,0.834928229665,0.0441860465116,0.0175948592411,1,0,0,0,0,cyt 
434,44.264,36,0,6.055,14,3.938,0.165042777778,0.240730507937,181.37,35.8450224395,2,0,0,1,0,0.063829787234,0.142857142857,0.0813953488372,1,0.518604651163,0.100938967136,0.847255369928,0.046403712297,0.0166987797046,1,0,0,0,0,cyt 
434,30.628,9,0,6.055,13,4.66,0.250179833333,0.264916428571,182.158,35.9352386023,0,0,0.0106382978723,0,0,0.0851063829787,0.0952380952381,0.0953488372093,1,0.560465116279,0.0821596244131,0.85308056872,0.0556844547564,0.0154142581888,1,0,0,0,0,cyt 
690,37.584,18,0,5.071,13,4.351,0.169181111111,0.268232825397,186.014,37.1870821895,1,0.0357142857143,0.00454545454545,2,0,0.127659574468,0.222222222222,0.100583090379,3,0.590379008746,0.0733137829912,0.821162444113,0.106259097525,0.0156756283387,1,0,0,0,0,cyt 
690,41.152,18,0,6.287,14,3.957,0.148617111111,0.233495349206,169.7,36.4696812609,1,0.0357142857143,0.0106382978723,1,0,0.127659574468,0.222222222222,0.102040816327,4,0.603498542274,0.0865102639296,0.80265095729,0.0975254730713,0.0149750415973,1,0,0,0,0,cyt 
13,14.628,18,0,0,4,0.839,0.292532909091,0.303713166667,74.546,31.156428,1,0,0,0,0,0.0,0.166666666667,0.0,0,0.888888888889,0.2,0.9,0.2,-1,0,0,0,0,0,cyt 
881,45.472,45,0,4.804,15,5.087,0.178313611111,0.206584650794,199.214,38.0698962486,0,0,0.0416666666667,1,0.00662251655629,0.063829787234,0.133333333333,0.0809578107184,1,0.5165336374,0.0744558991982,0.799303944316,0.127562642369,0.0140217969165,1,0,0,0,0,cyt 
759,71.064,63,0,4.159,11,2.092,0.209567722222,0.178042015873,188.763,37.1221531642,0,0.037037037037,0.0212765957447,2,0,0.0851063829787,0.0909090909091,0.041059602649,1,0.439735099338,0.051930758988,0.859459459459,0.126984126984,0.00754124116261,1,0,0,0,0,cyt 
753,61.25,63,0,0,12,2.092,0.214977166667,0.184372698413,188.723,36.9290433618,0,0.037037037037,0.0212765957447,2,0,0.0851063829787,0.0909090909091,0.0400534045394,1,0.460614152203,0.0644295302013,0.838971583221,0.136,0.00818713450292,1,0,0,0,0,cyt 
437,42.992,63,0,5.139,14,3.054,0.173424277778,0.245035507937,181.651,36.2075866836,3,0.1,0.00555555555556,1,0,0.0851063829787,0.172413793103,0.0900692840647,4,0.501154734411,0.0652680652681,0.806603773585,0.0783410138249,0.0148215366001,0,0,0,0,0,cyt 
556,31.54,0,0,4.599,12,3.802,0.226960055556,0.300379111111,180.332,35.8673753714,1,0.0666666666667,0.00724637681159,1,0.00617283950617,0.0425531914894,0.148148148148,0.070652173913,2,0.545289855072,0.0784671532847,0.742286751361,0.0795660036166,0.0165671137158,0,0,0,0,0,cyt 
282,31.908,18,0,4.856,14,3.235,0.261089444444,0.301174396825,175.811,35.9582841403,3,0.0909090909091,0.0045045045045,1,0.0131578947368,0.148936170213,0.142857142857,0.089928057554,1,0.568345323741,0.0729927007299,0.716475095785,0.078853046595,0.0152713389692,0,0,0,0,0,cyt 
585,95.858,45,0,5.359,10,3.68,0.200869444444,0.281097047619,171.094,37.2294719122,1,0.0833333333333,0.0030487804878,2,0,0.148936170213,0.0833333333333,0.0688468158348,3,0.375215146299,0.0589254766031,0.824742268041,0.0721649484536,0.00923174872666,1,0,0,0,0,cyt 
126,30.496,27,0,4.901,12,1.894,0.181019444444,0.256559714286,167.789,34.7528610656,2,0,0.00555555555556,0,0,0.0425531914894,0.142857142857,0.0491803278689,3,0.475409836066,0.101694915254,0.926605504587,0.0245901639344,0.0146341463415,1,0,0,0,0,cyt 
132,21.156,18,0,4.673,12,1.949,0.260978111111,0.21574268254,169.315,34.261569125,2,0,0.00454545454545,0,0,0.0212765957447,0.1,0.0390625,4,0.5078125,0.104838709677,0.787610619469,0.0852713178295,0.0146878824969,1,0,0,0,0,cyt 
125,30.48,12,0,0,14,1.672,0.230567611111,0.27106184127,163.59,35.4871370083,0,0.0769230769231,0.00454545454545,1,0,0.106382978723,0.151515151515,0.0826446280992,2,0.570247933884,0.0769230769231,0.888888888889,0.0409836065574,0.0139318885449,1,0,0,0,0,cyt 
131,20.244,18,0,5.029,14,1.939,0.295582166667,0.231782126984,173.223,34.4361860315,3,0,0.00454545454545,0,0,0.0,0.103448275862,0.0314960629921,2,0.511811023622,0.113821138211,0.826086956522,0.0703125,0.0200501253133,1,0,0,0,0,cyt 
131,26.904,18,0,5.628,15,2.185,0.252843555556,0.270566206349,170.626,35.0961062205,1,0,0.00213675213675,1,0,0.106382978723,0.193548387097,0.0944881889764,4,0.496062992126,0.0894308943089,0.826446280992,0.0236220472441,0.0101449275362,1,0,0,0,0,cyt 
131,30.964,18,0,6.463,14,2.264,0.256645888889,0.268712142857,172.544,35.2243827402,1,0.0384615384615,0.00213675213675,1,0,0.0851063829787,0.178571428571,0.102362204724,3,0.48031496063,0.130081300813,0.818181818182,0.015625,0.00434782608696,1,0,0,0,0,cyt 
135,35.48,18,0,5.127,15,1.772,0.140201,0.256118206349,173.961,35.4734701298,1,0,0.0077519379845,1,0.00787401574803,0.127659574468,0.2,0.106870229008,3,0.488549618321,0.125984251969,0.88,0.0152671755725,0.0137299771167,1,0,0,0,0,cyt 
135,36.004,12,0,5.487,15,1.772,0.140060444444,0.262097968254,172.005,34.9841776412,2,0,0.0106382978723,1,0.00787401574803,0.127659574468,0.142857142857,0.0992366412214,4,0.465648854962,0.149606299213,0.864,0.0227272727273,0.01536643026,1,0,0,0,0,cyt 
132,25.432,27,0,5.08,13,1.939,0.282539555556,0.280446111111,174.644,36.1518658125,2,0,0.00454545454545,1,0,0.063829787234,0.172413793103,0.09375,4,0.46875,0.112903225806,0.81981981982,0.0234375,0.0141843971631,1,0,0,0,0,cyt 
132,25.868,18,0,5.774,15,1.903,0.222035333333,0.283529238095,174.748,35.5539900859,2,0.0434782608696,0.00213675213675,1,0,0.0851063829787,0.16,0.09375,4,0.5078125,0.112903225806,0.852459016393,0.0234375,0.0141843971631,1,0,0,0,0,cyt 
131,51.046,45,0,0,13,2.323,0.133471277778,0.249454603175,182.746,36.3001848189,3,0.0555555555556,0.0106382978723,2,0,0.127659574468,0.166666666667,0.0944881889764,5,0.409448818898,0.0894308943089,0.815789473684,0.03125,0.015037593985,1,0,0,0,0,cyt 
131,46.478,45,0,5.775,13,2.707,0.1379175,0.234073555556,182.698,36.1388841732,3,0.0625,0.0106382978723,2,0,0.127659574468,0.133333333333,0.102362204724,5,0.425196850394,0.0894308943089,0.80701754386,0.03125,0.0175438596491,1,0,0,0,0,cyt 
33,21.136,18,0,0,10,1.721,0.214482444444,0.247638653846,167.114,32.424870069,0,0,0,0,0,0.133333333333,0.173913043478,0.103448275862,4,0.655172413793,0.12,0.857142857143,0.051724137931,-1,0,0,0,0,0,cyt 
131,46.478,27,0,4.802,14,2.038,0.139506111111,0.238857761905,179.762,35.3589117953,2,0.0555555555556,0.00387596899225,2,0,0.148936170213,0.105263157895,0.0866141732283,5,0.472440944882,0.0813008130081,0.80701754386,0.0390625,0.0187165775401,1,0,0,0,0,cyt 
125,31.48,12,0,0,13,2.055,0.221007222222,0.256536507937,163.317,35.9561122893,1,0.0526315789474,0.00454545454545,1,0,0.063829787234,0.125,0.0578512396694,3,0.504132231405,0.0854700854701,0.87962962963,0.0327868852459,0.015015015015,1,0,0,0,0,cyt 
125,31.512,27,0,0,12,1.414,0.223277722222,0.237353936508,166.673,35.6256853884,0,0.0625,0.00454545454545,1,0,0.106382978723,0.142857142857,0.0909090909091,2,0.462809917355,0.0940170940171,0.87037037037,0.0245901639344,0.00877192982456,1,0,0,0,0,cyt 
125,30.96,18,0,6.191,14,2.056,0.241448055556,0.259988539683,163.847,36.5807565537,1,0,0.0106382978723,1,0,0.106382978723,0.151515151515,0.0909090909091,3,0.454545454545,0.0769230769231,0.87962962963,0.0327868852459,0.0146198830409,1,0,0,0,0,cyt 
132,28.736,18,0,5.177,13,2.006,0.250101611111,0.257980126984,175.592,35.8967855313,2,0.0454545454545,0.00555555555556,1,0.00806451612903,0.0851063829787,0.2,0.09375,3,0.4609375,0.137096774194,0.870967741935,0.0234375,0.0113475177305,1,0,0,0,0,cyt 
127,29.692,18,0,0,14,1.894,0.205191611111,0.275372238095,166.242,35.5813979187,2,0,0.00555555555556,0,0,0.0425531914894,0.181818181818,0.0650406504065,2,0.50406504065,0.0924369747899,0.863636363636,0.0162601626016,0.015873015873,1,0,0,0,0,cyt 
114,30.268,9,0,5.537,14,2.259,0.280603722222,0.253431428571,177.395,34.0890497818,1,0,0.00239234449761,2,0.00943396226415,0.106382978723,0.147058823529,0.109090909091,2,0.518181818182,0.132075471698,0.836734693878,0.0115740740741,0.0114942528736,0,0,0,0,0,cyt 
125,25.96,27,0,0,15,1.614,0.216937111111,0.26804315873,164.972,36.2632513223,0,0,0.00454545454545,1,0,0.0851063829787,0.151515151515,0.0743801652893,3,0.471074380165,0.0683760683761,0.888888888889,0.0245901639344,0.0131578947368,1,0,0,0,0,cyt 
133,31.672,18,0,0,15,2.254,0.174237833333,0.271638079365,171.047,36.3008731318,3,0,0.0106382978723,0,0,0.0851063829787,0.206896551724,0.0852713178295,4,0.418604651163,0.032,0.845528455285,0.0232558139535,0.00797872340426,1,0,0,0,0,cyt 
1052,30.644,27,0,5.292,15,3.792,0.202298388889,0.23137984127,176.233,36.5510988693,1,0.0434782608696,0.00555555555556,1,0,0.0212765957447,0.193548387097,0.0725190839695,1,0.520038167939,0.0795019157088,0.8125,0.111534795043,0.0133355194841,1,0,0,0,1,cyt 
1009,35.6,27,0,6.08,13,4.287,0.189871111111,0.254069063492,183.333,36.4337738886,1,0,0.00724637681159,0,0.00657894736842,0.170212765957,0.166666666667,0.0945273631841,2,0.506467661692,0.0899100899101,0.821,0.123260437376,0.0139016018307,1,0,0,0,1,cyt 
614,41.1,18,0,5.952,13,2.632,0.135052944444,0.22135831746,186.846,37.0790980525,3,0.0769230769231,0,1,0,0.0212765957447,0.130434782609,0.0803278688525,1,0.516393442623,0.0825082508251,0.786535303777,0.11620294599,0.0136248415716,1,0,0,0,0,cyt 
1164,54.524,16,0,7.042,14,9.727,0.164220555556,0.287678174603,161.948,37.2165518422,0,0,0.00555555555556,0,0.00636942675159,0.106382978723,0.129032258065,0.0724137931034,4,0.56724137931,0.098615916955,0.875,0.153316106804,0.0142962056304,1,0,0,0,0,cyt 
107,30.368,63,0,5.168,12,4.07,0.175125944444,0.203358063492,179.47,37.932099534,1,0,0,1,0,0.063829787234,0.135135135135,0.0873786407767,2,0.514563106796,0.0505050505051,0.778947368421,0.0576923076923,0.0121212121212,0,0,0,0,0,cyt 
2647,65.574,0,0,7.447,15,5.519,0.203628,0.168741666667,175.301,36.1665135906,0,0,0,2,0.00613496932515,0.0,0.217391304348,0.0911842603103,0,0.587211502081,0.117847669572,0.830740037951,0.0733736762481,0.0149582321715,1,0,0,0,0,cyt 
2725,53.188,18,0,7.447,13,5.519,0.186175166667,0.166652238095,150.844,36.238349455,0,0.0357142857143,0.0106382978723,2,0.00613496932515,0.0212765957447,0.2,0.0915104740904,5,0.565968393973,0.116304747884,0.828592537865,0.0679647318148,0.0148350770705,1,0,0,0,0,cyt 
594,43.786,45,0,5.495,13,7.467,0.127175111111,0.192548063492,197.526,35.7926940593,1,0,0.00555555555556,1,0.00606060606061,0.063829787234,0.260869565217,0.118644067797,3,0.577966101695,0.0682593856655,0.773195876289,0.0998307952623,0.0178217821782,0,0,0,0,0,cyt 
367,37.564,36,0,5.827,12,4.687,0.235643888889,0.201734761905,183.402,36.4074483361,2,0.0526315789474,0.00724637681159,0,0.00617283950617,0.0425531914894,0.114285714286,0.0936639118457,0,0.498622589532,0.066852367688,0.771978021978,0.0906593406593,0.0172283226051,1,0,0,0,0,cyt 
353,51.074,36,0,5.479,17,4.596,0.156854277778,0.234228666667,164.745,35.4396839054,1,0,0.00555555555556,2,0.00625,0.0212765957447,0.130434782609,0.103151862464,4,0.532951289398,0.0463768115942,0.768072289157,0.0942857142857,0.0173444976077,1,0,0,0,0,cyt 
173,51.668,36,0,4.044,12,1.848,0.102552111111,0.208841714286,171.538,34.8281352308,0,0.0666666666667,0,1,0,0.063829787234,0.206896551724,0.0473372781065,2,0.420118343195,0.030303030303,0.764331210191,0.0705882352941,0.0093984962406,0,0,0,0,0,cyt 
541,28.508,45,0,4.837,16,3.912,0.228821333333,0.276215650794,161.51,36.8207627691,1,0.0434782608696,0.0208333333333,0,0.00653594771242,0.0851063829787,0.142857142857,0.0931098696462,3,0.56052141527,0.0844277673546,0.857943925234,0.100371747212,0.0181648812296,0,0,0,0,0,cyt 
902,25.344,27,0,5.647,14,5.362,0.3390065,0.232262873016,178.195,36.2933184889,1,0,0.0106382978723,1,0,0.127659574468,0.133333333333,0.0913140311804,1,0.542316258352,0.076062639821,0.810479375697,0.0656284760845,0.0165727973069,1,0,0,0,0,cyt 
202,46.84,36,0,7.308,16,2.78,0.135928611111,0.19858815873,199.71,37.6575061061,2,0,0.0111111111111,0,0,0.0,0.181818181818,0.0959595959596,1,0.479797979798,0.0463917525773,0.829896907216,0.125628140704,0.0139729855612,0,0,0,0,0,cyt 
201,40.808,36,0,5.419,16,3.378,0.164975888889,0.218500031746,195.782,37.8340579797,2,0,0.0208333333333,0,0,0.0212765957447,0.15,0.0913705583756,1,0.507614213198,0.0673575129534,0.839378238342,0.116161616162,0.0144478844169,0,0,0,0,0,cyt 
22,22.328,36,0,0,7,0.866,0.168803055556,0.0843204666667,116.996,30.5480261111,2,0,0,0,0,0.0,0.142857142857,0.0,4,0.277777777778,0.0,0.882352941176,0.105263157895,-1,0,0,0,0,0,cyt 
39,33.492,24,0,0,7,0.559,0.0601063333333,0.10285259375,147.824,26.3725145714,1,0.037037037037,0,0,0,0.0,0.0857142857143,0.0,7,0.171428571429,0.0322580645161,0.9,0.0277777777778,-1,0,0,0,0,0,cyt 
605,38.696,0,0,5.152,15,3.035,0.3119715,0.258160571429,173.697,37.2776534925,2,0,0.0106382978723,1,0.0126582278481,0.127659574468,0.131578947368,0.0865224625624,3,0.514143094842,0.105527638191,0.808149405772,0.0980066445183,0.01536643026,0,0,0,0,0,cyt 
621,81.848,18,0,6.01,10,3.101,0.269933777778,0.22148884127,170.432,37.2802589838,1,0,0,3,0.00653594771242,0.127659574468,0.0833333333333,0.0680713128039,2,0.445705024311,0.0831973898858,0.857605177994,0.0970873786408,0.0122675108825,0,0,0,0,0,cyt 
673,84.65,18,0,5.833,10,2.803,0.220286833333,0.239979714286,173.0,37.6600552332,0,0,0.0025641025641,3,0.00657894736842,0.0851063829787,0.1,0.0627802690583,3,0.490284005979,0.0736842105263,0.871641791045,0.138805970149,0.0109048305696,0,0,0,0,0,cyt 
482,35.776,9,0,5.542,15,2.652,0.298328666667,0.241237968254,179.887,36.5590616674,1,0,0.0416666666667,0,0,0.0212765957447,0.0769230769231,0.0460251046025,2,0.485355648536,0.101265822785,0.831932773109,0.112734864301,0.00843712334271,1,0,0,0,0,cyt 
